Code,@AAPL(P),@MSFT(P),@AMZN(P),@FB(P),@GOOGL(P),@INTC(P),@PEP(P),@CSCO(P),@NFLX(P),@CMCSA(P),@NVDA(P),@ADBE(P),@COST(P),@AMGN(P),@PYPL(P),@TMUS(P),@GILD(P),@TSLA(P),@CHTR(P),@AVGO(P),@TXN(P),@SBUX(P),@MDLZ(P),@QCOM(P),@INTU(P),@VRTX(P),@FISV(P),@ADP(P),@ISRG(P),@AMD(P),@BIIB(P),@BKNG(P),@JD(P),@MU(P),@REGN(P),@ATVI(P),@CSX(P),@WBA(P),@AMAT(P),@ILMN(P),@KHC(P),@NTES(P),@ADI(P),@BIDU(P),@EA(P),@EXC(P),@ADSK(P),@LRCX(P),@XEL(P),@EBAY(P),@MAR(P),@MNST(P),@ROST(P),@CTSH(P),@MELI(P),@LULU(P),@NXPI(P),@ORLY(P),@PCAR(P),@VRSN(P),@VRSK(P),@WLTW(P),@ALXN(P),@ANSS(P),@CDNS(P),@CTXS(P),@DLTR(P),@FAST(P),@KLAC(P),@PAYX(P),@SNPS(P),@XLNX(P),@CERN(P),@CTAS(P),@CSGP(P),@IDXX(P),@MCHP(P),@SGEN(P),@SIRI(P),@WDAY(P),@ALGN(P),@BMRN(P),@CHKP(P),@INCY(P),@SWKS(P),@SPLK(P),@AAL(P),@CDW(P),@CPRT(P),@EXPE(P),@MXIM(P),@TTWO(P),@TCOM(P),@UAL(P),@NTAP(P),@ULTA(P),@WDC(P),@FOXA(P),@LBTYA(P),@GOOG(P),@ASML(P),@FOX(P),@LBTYK(P)
4/26/2017,143.68,67.83,909.29,146.56,889.1399,36.93,113.33,33.4,150.17,38.79,104.02,132.79,176.8,164.61,44.41,67.58,68.22,310.1699,345.3999,221.68,81.11,61.56,45.12,53.04,115.81,116.34,59.995,104.86,278.0063,13.41,279.98,1804.12,34.94,26.79,371.3899,51.36,50.79,85.92,40.71,184.58,90.92,265.3999,77.98,186.67,93.5,34.9,90.23,145.51,44.84,33.01,96.3,45.11,65.05,59.42,228.28,52.72,105.47,265.0701,65.34,88.84,83.18,132.53,120.73,110,31.75,84.12,81.73,22.905,100.8,59.7,73.25,59.99,59.53,124.23,219.36,162.82,76.15,66.93,5.11,86.62,119.74,96.07,104.22,123.08,102.97,63.72,46.4,59.73,30.99,135.75,44.72,62.78,49.64,71.33,39.63,279.6899,84.61,NA,35.94,871.73,132.46,NA,35.08
4/27/2017,143.79,68.27,918.3799,147.7,891.4399,37.43,112.64,33.75,153.08,39.59,105.64,133.38,177.45,162.72,47.15,67.74,68.58,308.6299,348.8,223.09,80.8,61.3,45,53.21,125.61,117.42,59.945,105.16,278.853,13.62,276.5701,1835.87,35.3,27.63,366.6201,51.91,51.25,85.89,41.33,183.74,90.83,265.6899,77.85,187.86,94.24,34.84,90.63,147,45.13,33.06,95.74,45.29,65.54,59.7,230.21,52.77,105.45,257.1899,66.41,88.53,83.15,133.05,126.91,110.15,32.04,81.44,83.13,22.69,103.59,59.84,73.66,64.4,60.06,123.94,236.71,162.76,76.75,68.26,5.02,86.83,120.09,96.26,104.39,124.17,104.2,64.6,43.98,59.81,31.18,136.2,45.08,63.15,50.24,70.7,39.76,281.6799,85.71,NA,35.85,874.25,132.95,NA,34.97
4/28/2017,143.65,68.46,924.99,150.25,924.52,36.15,113.28,34.07,152.2,39.19,104.3,133.74,177.52,163.32,47.72,67.27,68.55,314.0701,345.1599,220.81,79.18,60.06,45.03,53.74,125.21,118.3,59.57,104.49,278.6228,13.3,271.21,1846.82,35.07,27.67,388.49,52.25,50.84,86.54,40.61,184.86,90.39,265.3899,76.2,180.23,94.82,34.63,90.07,144.85,45.05,33.41,94.42,45.38,65,60.23,228.91,52,105.75,248.15,66.73,88.92,82.81,132.62,127.78,110.16,32.57,80.94,82.77,22.34,98.22,59.28,73.7,63.11,64.75,122.47,240.89,167.73,75.58,68.3,4.95,87.4,134.62,95.84,104.01,124.28,99.74,64.31,42.62,59.09,30.9,133.72,44.15,62.85,50.51,70.21,39.85,281.4399,89.07,NA,35.42,905.96,131.85,NA,34.61
5/1/2017,146.58,69.41,948.23,152.46,932.8201,36.31,112.28,33.97,155.35,39.19,106.64,135.11,177.86,162.6,47.54,68.31,68.11,322.8301,344.1399,221.32,79.29,60.18,44.06,53.6,125.52,120.62,59.545,103.97,279.8564,13.62,271.03,1869.92,35.34,28.29,396.1699,52.7,51.52,86.46,41.7,186.81,89.47,269.8101,76.22,180.06,94.79,34.33,91.98,149.22,44.8,33.31,95.58,44.56,64.08,60.35,235.09,51.59,105.96,241.7,66.18,89.74,82.77,133.23,131.59,110.9,32.71,81.75,80.75,22.265,99.17,59.16,73.94,63.36,65.27,121.58,242.54,163.73,76.16,68.13,4.96,88.65,133.68,97.61,103.81,124,99.81,65.21,42.08,59.26,30.64,136.6,44.71,63.98,52.08,70.27,40.16,283.22,87.7,NA,35.69,912.5701,132.86,NA,34.8
5/2/2017,147.51,69.3,946.9399,152.78,937.0901,36.97,112.29,34.24,156.45,39.34,103.48,135,178.59,163.49,49.05,66.94,68.59,318.8899,337.6899,225.45,79.25,60.5,43.74,53.29,125.91,118.47,59.32,104.01,281.5896,10.32,271.3401,1880.52,35.45,27.77,402.04,53.03,51.49,85.81,41.71,186.71,89,265.5901,75.51,178.64,94.25,34.46,93.45,149.32,44.81,33.51,97.1,44.68,64.72,60.49,234.76,52.46,105.76,245.82,68.06,90.84,82.18,133.71,133.41,110.85,32.79,81.29,81.7,22.54,99.72,59.25,73.75,62.69,65.28,121.81,244.77,163.73,75.69,64.18,4.84,89.35,134.12,95.93,104.44,123.71,100.67,65.42,43.87,59.04,30.65,138.99,45.08,64.09,52.38,73.94,40.13,288.5901,87.29,NA,35.55,916.4399,134.99,NA,34.76
5/3/2017,147.06,69.08,941.03,151.8,948.45,36.98,111.79,34.25,155.59,38.54,104.25,134.85,179.82,163.81,49.02,65.35,67.21,311.02,324.49,224.9,79.77,60.59,45.03,54.49,125.6,119.05,59.23,97.51,281.7764,10.39,271.3601,1876.79,35.15,28,407.03,52.84,51.52,85.79,41.55,187.72,89.14,268.3701,75.6,177.4,94.11,33.98,93.35,150.08,44.71,33.26,96.99,44.93,65.14,60.56,234.97,52.21,105.79,246.94,67.36,90.5,76.75,134.01,130.43,111,32.76,87.05,81.92,22.625,99.45,57.9,73.82,62.61,64.28,120.88,246.31,160.28,75.25,62.59,4.85,89.27,131.97,95.95,104.38,123.21,101.43,64.93,43.92,58.8,30.27,139.13,44.89,63.99,52.31,74.21,40.04,290.3601,89.22,NA,34.42,927.04,134.17,NA,33.82
5/4/2017,146.53,68.81,937.53,150.85,954.72,36.85,112.96,34.18,157.25,38.29,103.85,134.61,182.45,164.29,48.91,65.48,68.08,295.46,322.6001,223.4,79.3,60.83,45.05,54.91,125.95,116.39,60.125,99.1,282.4063,10.1,268.6001,1910.41,35.4,27.79,434.3101,53.1,51.72,86.05,41.62,188.85,89.7,265.3401,75.66,176.71,94.76,34.05,93.25,150.61,44.92,33.51,96.88,45.93,64.57,60.75,236.51,51.74,106.78,250.82,66.9,90.56,78.01,142.34,130.15,119.49,32.76,86.55,81.96,22.765,100.81,58.68,74,62.94,64.12,121.94,248.59,160.46,75.01,63.74,4.835,90.65,141.89,97.78,106.25,125,100.92,65.97,43.91,59.16,30.52,141.1,45.38,63.66,52.2,74.91,39.77,292.21,89.17,NA,33.83,931.6599,135.06,NA,33.22
5/5/2017,148.96,69,934.1499,150.24,950.28,36.82,113.22,34.39,156.6,39.01,103.86,134.84,180.2,163.81,49.3,66.49,67.8,308.3501,334.78,226.45,79.63,60.95,44.83,54.93,126.14,114.84,60,99.29,283.5129,10.19,262.1499,1903.65,35.78,28.2,429,53.83,52.5,85.89,41.83,187.14,89.63,264.5,75.79,178.03,95.74,34.34,93.24,150.31,45.05,33.5,97.05,47.45,64.7,63.22,275.1599,51.95,106.58,252.7,67.04,89.6,79.76,144.2,128.82,121.2,33.04,87.48,82,22.84,100.94,58.87,74.28,63.39,64.89,122.99,252.8,162.47,75.17,61.82,4.89,91.86,138.03,94.23,106,122.41,101.46,66.94,44.51,58.76,30.65,140.38,45.51,65.42,52.68,75.3,40.16,295.47,90.72,NA,34.27,927.1299,135.84,NA,33.58
5/8/2017,153.01,68.94,949.04,151.06,958.6899,36.54,113.22,34.29,156.38,39.2,102.77,135.12,172.64,163.03,49.17,66.15,67.21,307.1899,323.8101,225.08,79.46,60.94,44.59,54.62,126.17,115.06,59.92,96.7,280.2629,10.04,260.4199,1903.91,38.55,28.06,423.3799,53.99,51.81,85.84,41.54,184.65,89.48,268.95,76.38,177.47,95.73,34.26,93.39,149.12,45.13,33.24,96.37,48.48,64.63,64.28,274.96,51.69,106.9,253.82,66.32,89.22,79.3,144.29,124.48,121.13,32.83,87.19,82.29,22.9,100.5,58.06,73.8,64.57,64.61,120.91,251.82,161.66,75.46,60.32,4.9,90.26,137,90.72,106.32,117.79,101.02,66.35,44.94,59.03,30.5,139.57,45.69,65.06,52.97,74.98,40.13,297.54,89.9,NA,31.61,934.3,133.27,NA,31.07
5/9/2017,153.99,69.04,952.8201,150.48,956.71,36.37,112.72,33.9,157.46,39.08,102.94,135.6,172.68,163.22,49.22,65.5,67.61,321.26,325.52,228.46,79.45,60.98,44.3,55.15,126.73,116.63,59.865,97.08,281.0564,10.18,261.28,1911.13,38.53,28.81,427.1799,54.62,51.81,85.98,42.04,183.59,89.2,271.8999,78.5,182.98,96.01,33.59,94.74,150.54,44.77,33.72,102.5,47.99,65.22,64.17,281.77,52.05,106.77,255.75,66.29,89,79.26,142.11,124.7,121.29,33,86.82,82.78,22.75,100.81,58.02,74.12,64.69,64.85,121.5,252.25,162.06,76.45,61.74,4.87,89.78,138.17,91.15,106.04,119.73,101.93,66.77,47.08,59.48,30.41,139.4,45.9,65.11,55.33,78.55,40.13,299.5701,88.88,NA,30.85,932.1699,134.96,NA,30.36
5/10/2017,153.26,69.31,948.95,150.29,954.8401,36.01,112.84,33.74,160.28,39.1,121.29,136.15,171.35,160.51,49.79,66,66.92,325.22,325.5801,231.33,80.49,60.66,44.25,55.33,127.09,115.35,59.625,96.63,281.0195,10.79,257.9199,1824.77,39.32,29.32,431.5701,55.99,51.72,85.62,42.87,182.11,89.33,279.05,79.03,183.57,108.16,33.76,95.87,149.15,44.89,33.88,103.24,47.85,66.05,63.97,282.26,53.14,106.68,257.49,65.97,90.55,78.7,141.96,120.95,120.54,32.93,86.99,83.02,22.745,100.76,57.54,74.54,64.62,64.73,121.44,252.45,163.01,78.51,62.52,4.85,90.17,137.01,90.02,106.05,118.22,102.5,67.6,47.3,59.76,30.17,139.83,46.12,68.68,56.13,78.55,40.43,299.47,89.54,NA,30.22,928.78,133.8,NA,29.67
5/11/2017,153.95,68.46,947.6201,150.04,955.8899,35.69,113.04,33.63,158.54,39.26,126.5,136.29,171.26,160.08,49.7,65.81,66.71,323.1001,324.6101,231.09,80.4,60.27,44.66,54.68,126.88,115.36,59.93,96.46,281.6428,11.07,254.15,1813.56,39.76,29.03,440.4299,55.75,52.14,85.5,43.48,181.74,89.28,276.76,78.44,186.6,108.58,33.5,95.41,149.92,45.15,34.12,102.82,47.88,65.23,64.25,280.8701,54.62,106.86,256.28,64.37,89.42,78.28,142.46,119.04,119.89,32.99,87.11,81.49,22.49,100.26,57.19,74.49,64.58,64.75,122.54,252.88,163.17,79.04,62.09,4.83,89.07,137.46,89.31,105.72,116.43,102.61,67.23,46.54,59.91,29.92,139.86,45.72,68.59,54.15,77.36,40.06,299.9099,89.68,NA,30.21,930.6001,134.16,NA,29.57
5/12/2017,156.1,68.38,961.3501,150.33,955.1399,35.53,112.91,33.45,160.81,38.98,127.89,136.84,170.88,160.22,49.37,65.55,66.06,324.8101,322,235.96,80.69,59.93,44.87,55.32,126.51,114.6,59.89,97.17,281.2395,11.26,254.84,1818.18,40.56,28.93,442.05,56.01,52.14,85.25,43.44,182.38,88.95,271.29,78.63,186.83,109.09,34.13,95.39,149.58,45.58,34.07,102.45,47.62,63.49,64.39,287.28,53.12,106.87,255.5,63.37,89.11,78.1,142.32,120.08,119.9,32.89,85.92,81.29,22.37,100.04,57.13,74.42,64.3,64.36,122.3,252.13,163.22,79,63.11,4.81,90.89,138.67,89.85,107.6,115.19,102.52,67.38,45.83,58.73,29.89,139.81,46.03,67.98,55.33,76.41,39.74,297.55,89.65,NA,30.29,932.22,135.44,NA,29.59
5/15/2017,155.7,68.43,957.97,150.19,959.22,35.63,113.94,34.23,160.02,38.97,134.31,137.6,171.57,159.97,49.77,65.69,65.95,315.8799,321.0701,239.03,81.55,60.45,45.81,55.4,127.63,116.23,60.45,98.45,283.5562,11.42,258.53,1813.81,40.23,28.83,450.4099,56.41,51.34,84.96,44.32,180.05,89.45,284.25,80.21,186.14,110.9,34.7,96.63,151.27,45.81,34.18,104.06,47.46,62.35,64.49,296.24,51.49,107.04,258.1299,63.78,90.11,78.97,142.47,120.93,120.46,33.15,86.33,80.94,22.1,101.25,57.61,74.96,64.79,64.29,122.37,255.63,164.48,80.13,62.83,4.78,95.72,138.46,91.5,110.36,117.35,103.76,68.3,46.68,59.01,29.98,143.02,46.82,69.27,55.16,77.79,41.5,295.4099,89.02,NA,30.02,937.0801,135.74,NA,29.49
5/16/2017,155.47,69.41,966.0701,149.78,964.6101,35.82,113.79,34.3,159.41,38.82,136.81,138.03,171,159.99,50.34,65.91,65.72,317.01,320.01,240.68,82.27,59.98,45.51,55.95,127.5,118.09,59.875,98.32,286.4897,12.75,257.6399,1829.8,40.77,29.02,454.75,56.78,51.12,84.51,45.07,178.24,89.11,289.7,81.05,190.64,111.76,34.51,98.03,152.56,45.57,34.81,103.99,46.81,61.5,65.19,297.22,50.04,107.7,254.91,64.44,89.93,78.82,142.65,120.3,121.3,33.24,84.83,79.1,21.98,102.33,57.16,75.12,65.46,64.83,122.57,255.62,164.72,81.63,63.41,4.79,96.53,138.61,92.45,110.47,117.76,105.5,68.83,46.94,59.57,29.97,145.37,46.94,70.37,56.43,79.06,41.62,293.3301,88.96,NA,29.46,943,137.26,NA,29
5/17/2017,150.25,67.48,944.76,144.85,942.1699,35.04,113.74,33.82,153.2,38.1,127.72,134.33,169.15,157.06,49.05,63.91,64.51,306.1101,313.1101,231.18,78.68,59.73,44.86,55.36,125.35,114.38,59.565,97.3,283.6597,11.2,251.34,1795.69,40.04,27,446.72,54.23,49.47,81.73,42.76,175.56,89.51,283.02,78.42,186.05,105.24,34.85,93.97,147.27,45.61,33.58,102.11,46.8,61.52,64.5,278.55,49.14,107.39,248.91,63.38,88.07,78.5,140.63,116.15,119.84,32.39,82.74,78.08,21.15,99.88,56.94,73.395,64.76,63.66,120.17,250.81,161.04,78.34,62.72,4.73,93.75,136.08,89.77,108.38,120.49,100.55,66.18,44.92,58.84,29.18,140.41,45.51,66.52,54.89,76.18,40.34,292.0901,85.22,NA,29.44,919.6201,132.81,NA,28.77
5/18/2017,152.54,67.71,958.49,147.66,950.5,35.22,114.03,31.38,155.7,38.67,133.07,134.54,170.72,157.96,49.11,65.72,64.43,313.0601,315.8799,237.66,79.23,59.82,45,56.12,125.15,117.93,60.02,98.35,286.6597,11.275,252.81,1796.03,40.16,27.48,457.3301,55.15,50.23,81.45,43.91,175.89,90.16,282.74,80.48,182.43,106.93,35.08,95.83,149.81,45.64,33.73,102.53,46.81,61.07,65.02,270.8101,49.23,107.27,249.78,62.33,88.55,78.52,139.85,116.67,120.34,32.32,82.59,79,21.47,100.85,57.43,70.93,65.61,63.82,120.58,251.75,161.59,79.34,66.71,4.86,95.44,137.69,89.99,108.69,128.8,103.2,65.31,44.65,56.5,29.34,141.26,46.45,68.6,55.47,75.98,40.15,297.8201,86.11,NA,29.95,930.24,134,NA,29.24
5/19/2017,153.06,67.69,959.8401,148.06,954.6499,35.4,113.69,31.21,157.02,38.85,136,136.43,171.64,156.51,49.39,66.37,64.23,310.8301,315.78,234.1,80.3,61.36,45.73,57.67,125.38,118.02,60.34,98.62,290.1096,11.41,250.09,1808.28,41.06,27.82,450.01,55.88,50.38,80.61,44.08,177.01,90.28,286.75,81.24,188.76,107.64,35.06,109.91,152.4,45.85,33.83,102.82,47.69,62.2,65.42,272.5701,49.29,107.75,251.36,62.83,89.19,79.41,140.06,113.84,122.2,32.78,82.79,79.68,21.79,101.78,57.51,70.99,66.67,64.1,121.02,253.75,161.63,80.18,66.6,4.91,97.82,138.43,89.23,108.43,131.43,103.87,65.93,45.22,57.09,29.31,141.59,46.85,67.58,56.15,77.98,39.53,294.0801,86.66,NA,30.12,934.01,134.85,NA,29.44
5/22/2017,153.99,68.45,970.6699,148.24,964.0701,35.77,114.7,31.59,157.16,39.49,138.9,138.86,172.4,153.02,49.77,67.22,64.36,310.3501,316.4199,238.38,80.37,61.23,46.11,59.28,127.16,118.94,61.16,99.45,297.3462,11.04,250.04,1828.42,41.66,28.06,460.99,57.12,51.46,81.34,44.73,174.92,91.18,293.6799,82.09,191.69,108.39,35.53,113.36,152.91,46.3,33.86,104.22,48.34,62.45,65.79,275.3701,49.51,108.17,248.46,62.88,89.93,79.91,140.68,115.42,124.12,33.53,82.95,80.92,22.185,102.71,57.82,72.25,67.52,64.58,121.74,258.3601,162.97,81.11,66.51,4.94,99.49,138.1,90.49,109.57,134.43,104.96,66.49,46.21,57.45,29.7,142.51,46.69,69.04,55.37,78.92,39.98,294.9399,87.98,NA,30.85,941.8601,134.21,NA,29.84
5/23/2017,153.8,68.68,971.54,148.07,970.55,35.86,115.05,31.76,157.95,39.78,137.03,139.52,172.47,154.07,50.13,67.62,64.69,303.8601,318.79,236.54,79.69,61.15,46.05,59.22,129.15,116.59,61.17,99.53,299.0129,10.89,248.1,1827.94,40.72,28.29,461.3701,57.8,51.8,81.24,44.91,174.72,91.87,292.28,81.96,191.8,109.01,35.37,112.97,153.43,46.51,34.61,105.49,49.43,62.02,66.01,281.8,48.8,108.09,240.18,62.81,89.05,79.52,141.22,104.64,124.66,34.02,82.06,78.85,22.12,102.49,58.05,72.6,63.97,64.67,122.39,256,164.2,81.35,66.67,4.97,98.44,138.22,88.36,109.62,136.16,105.17,66.43,46.66,57.67,30.02,142.57,46.84,72.83,54.68,79.03,39.49,290.55,88.03,NA,30.9,948.8201,133.91,NA,29.98
5/24/2017,153.34,68.77,980.3501,150.04,977.6101,36.12,116.06,31.49,157.75,40.33,138.57,141.12,173.01,154.6,51.05,67.89,64.31,310.22,329.04,239.6,80.05,61.89,46.11,58.64,137.83,117.8,61.38,99.98,299.9563,10.89,253.33,1848.74,40.44,28.99,458.24,58.51,52.33,80.58,44.63,174.48,92.59,288.6101,82.12,190.63,112.31,35.81,112.48,152.88,46.77,34.82,105.88,49.89,61.95,66.49,286.28,48.78,108,240.01,62.69,90.1,80.41,142.76,101.08,124.01,34.27,82.3,78.08,21.82,103.28,58.4,73.03,64.44,64.36,124.69,258,164.6,81.66,67.45,5.11,99.42,138.65,88.03,109.95,138.1,105.42,66.17,46.77,58.48,29.98,143.69,47.18,77.73,54.94,78.94,39.56,280.51,89.7,NA,30.53,954.96,133.49,NA,29.59
5/25/2017,153.87,69.62,993.3799,151.96,991.8601,36.26,117.53,31.44,163.05,40.34,138.26,142.85,174.73,155.43,50.93,67.86,64.56,316.8301,333.76,240.86,80.79,62.9,46.53,58.45,138.36,118.6,62.26,101.16,302.5229,10.98,252.97,1860.43,41.02,29.43,455.7,59.22,53.79,80.75,45.02,173.76,92.81,293.3999,82.34,191.95,113.83,36.03,113.89,153.9,47.26,35.22,106.53,50.76,63,66.88,292.4199,48.69,107.95,243.85,62.69,90.67,81.18,144.8,98.5,126.21,34.76,83.15,78.8,21.645,104.85,59.11,73.53,65.43,65.1,125.55,259.52,167.4,81.77,66.02,5.12,100.5,141.39,87.33,111.4,138.41,106.04,67.09,48.02,59.39,31.41,145.54,47.74,78.53,55.71,81.41,40.96,293.04,89.27,NA,30.93,969.54,134.89,NA,29.92
5/26/2017,153.61,69.96,995.78,152.13,993.27,36.26,117.91,31.5,162.43,40.91,141.84,141.89,177.86,155.01,51.19,67.8,64.5,325.1399,337.4399,241.21,81.12,63.3,46.44,57.52,138.56,119.92,62.045,101.35,303.4531,11,250.8,1863.9,40.99,29.76,455.1699,58.28,53.96,81.25,45.5,175.91,92.99,292.3501,82.81,190.39,112.13,35.82,113.03,155.12,47.3,34.9,106.9,50.9,63.52,66.79,286.95,48.23,108,248.48,62.63,90.14,80.55,145,97.7,125.72,34.93,82.49,78.28,21.735,104.74,59.28,74.37,65.85,64.95,125.16,258.96,167.56,81.7,65.57,5.29,99.99,142.1,88,111.21,134.38,105.89,62.41,48.74,59.33,31.05,144.58,47.7,77.07,55.32,81.25,40.24,302.3999,90.01,NA,31.13,971.47,134.2,NA,30.08
5/29/2017,153.61,69.96,995.78,152.13,993.27,36.26,117.91,31.5,162.43,40.91,141.84,141.89,177.86,155.01,51.19,67.8,64.5,325.1399,337.4399,241.21,81.12,63.3,46.44,57.52,138.56,119.92,62.045,101.35,303.4531,11,250.8,1863.9,40.99,29.76,455.1699,58.28,53.96,81.25,45.5,175.91,92.99,292.3501,82.81,190.39,112.13,35.82,113.03,155.12,47.3,34.9,106.9,50.9,63.52,66.79,286.95,48.23,108,248.48,62.63,90.14,80.55,145,97.7,125.72,34.93,82.49,78.28,21.735,104.74,59.28,74.37,65.85,64.95,125.16,258.96,167.56,81.7,65.57,5.29,99.99,142.1,88,111.21,134.38,105.89,62.41,48.74,59.33,31.05,144.58,47.7,77.07,55.32,81.25,40.24,302.3999,90.01,NA,31.13,971.47,134.2,NA,30.08
5/30/2017,153.67,70.41,996.7,152.38,996.1699,36.18,118.01,31.68,163.22,41.1,144.87,142.41,178.92,153.85,51.06,67.08,64.49,335.1001,338.9199,239.82,81.97,63.26,46.36,57.34,140.05,120.39,62.265,101.53,304.8096,11.12,246.54,1857.45,40.79,30.7,448.6699,58.58,54.22,80.16,45.56,173.58,92.46,288.46,84.8,189.88,112.85,36.06,113.16,156.87,47.58,34.62,106.74,50.71,63.43,66.49,279.98,47.91,108.14,247.63,62.64,90.64,81.05,145.04,97.78,126.78,34.93,82.15,78.17,21.635,104.54,59.11,74.7,65.72,65.43,124.75,259.4099,167.93,82.51,63.32,5.23,99.31,143.33,87.89,111.42,130.49,106.36,61.6,47.96,59.37,30.89,144.15,47.7,76.07,55.17,79.25,40.47,303,91.29,NA,31,975.8799,133.41,NA,29.9
5/31/2017,152.76,69.84,994.6201,151.46,987.0901,36.11,116.87,31.53,163.07,41.69,144.35,141.86,180.43,155.24,52.21,67.42,64.89,341.01,345.55,239.48,82.49,63.61,46.59,57.27,140.64,123.6,62.64,102.37,304.8928,11.19,247.77,1877.09,40.03,30.77,459.0601,58.58,54.17,81.02,45.88,177.36,92.2,284.78,85.76,186.1,113.33,36.31,111.77,155.17,47.91,34.3,107.65,50.56,63.92,66.91,275.1101,48.27,109.9,242.08,62.96,90.16,80.89,146.63,98.03,126.33,35.14,82.54,77.7,21.585,104,59.23,74.87,66.71,65.35,125.88,261.5701,168.39,83.3,63.98,5.25,99.98,145.2,87.64,112.05,129.33,106.43,61.24,48.41,60.18,31.19,143.78,47.8,76.74,54.65,79.67,40.49,304.8401,90.06,NA,30.58,964.8601,131.99,NA,29.72
6/1/2017,153.18,70.1,995.95,151.53,988.29,36.12,117.23,31.82,162.99,41.66,144.36,141.38,180.63,156.24,53.16,67.9,64.62,340.3701,346.3899,234.59,81.49,63.75,46.95,58.62,141.33,127.16,62.615,103.35,306.3596,10.93,252.38,1890.82,40.29,30.76,466.02,59.56,54.59,82.18,46,180.65,92.73,288.5701,82.21,187.26,113.87,36.73,113.03,156.44,48.13,34.79,108.68,50.97,63.68,67.39,280.3999,48.67,109.32,245.65,63.69,92.28,81.17,146.63,100.58,127.86,34.98,82.86,80.56,21.805,104.75,59.67,74.93,66.65,66.7,126.93,262.1599,168.25,83.43,63.5,5.46,101.5,145.91,90,111.59,129.28,107.68,61.6,49.05,61.12,31.79,146.79,48.12,78.12,56.14,80.98,39.61,306.72,91.59,NA,31.35,966.95,133.81,NA,30.19
6/2/2017,155.45,71.76,1006.73,153.61,996.1201,36.32,117.67,31.98,165.18,41.99,143.64,143.48,180.97,159.15,53.52,68.32,65.4,339.8501,353.03,254.53,81.63,64.57,47.19,58.58,142.81,129.9,62.855,100.98,308.2297,10.9,256.6499,1895.96,40.23,31.21,480.4299,59.65,54.54,83.1,46.8,183.79,93.54,291.6699,80.91,187.6,114.52,36.6,112.91,158.74,48.32,35.32,110.06,51.27,63.74,67.47,280.3701,54.29,109.15,245.92,63.15,92.55,81.86,147.18,101.83,129.49,35.27,83.43,80.43,22.135,105.88,59.27,75.82,66.88,67.42,128.28,262.23,169.86,84.34,65.95,5.485,104.41,149.7,90.72,112.86,131.5,108.42,62.51,49.52,61.24,31.72,146.37,48.42,77.65,56.15,82.03,39.41,311.47,91.52,NA,31.75,975.6001,134.7,NA,30.6
6/5/2017,153.93,72.28,1011.34,153.63,1003.88,36.34,117.88,31.76,165.06,41.79,148.01,143.59,182.08,160.22,53.8,67.4,65.48,347.3201,344.4299,252.21,81.885,64.27,47,58.86,142.65,130.17,62.73,101.1,307.3362,11.24,258.5,1891.58,40.32,31.21,480.26,59.8,54.03,83.38,46.72,181.51,93.44,293.53,78.75,187.31,114.69,36.63,110.88,160.29,47.84,35.55,108.19,51.11,63.32,67.56,278.8899,52.9,109.22,240.18,62.32,92.52,81.47,147.05,101.61,129.54,35.52,83.32,79.28,22.325,106.4,59.6,75.76,67.15,67.91,126.61,261.4399,169.99,84.51,65.25,5.38,102.87,148.83,90.92,113.47,124.03,108.15,62.56,49.74,61.24,31.29,147.87,48.51,77.32,56.65,81.67,38.98,313.73,89.42,NA,31.43,983.6799,133.16,NA,30.29
6/6/2017,154.45,72.52,1003,152.81,996.6799,36.13,117.7,31.56,165.17,41.72,147.34,143.03,181.45,159.53,53.4,66.11,64.85,352.8501,342.8301,253.86,82.22,64.16,46.81,58.2,141.63,127.72,62.215,101.2,308.1196,12.03,257.1599,1889.86,40.18,31.57,477.73,59.84,53.95,81.45,46.57,179.45,93.21,302.8799,80.1,185.75,113.69,36.69,111.45,161.01,47.54,35.47,104.99,50.75,61.84,67.41,280.04,52.05,108.85,235.41,64.12,92.07,80.67,145.39,101.47,128.4,35.41,82.85,76.88,21.05,107.8,59.06,75.81,67.61,68.23,124.63,258.3,170.88,85.19,64.84,5.29,102.66,148.62,89.6,113.71,122.27,107.86,62.87,49.74,61.39,30.98,146.87,48.55,77.66,56.85,81.24,38.7,306.96,89.94,NA,30.2,976.5701,132.62,NA,29.18
6/7/2017,155.37,72.39,1010.07,153.12,1001.59,36.26,117.05,31.61,165.61,41.89,149.12,143.62,182.2,161.66,53.85,65.92,64.32,359.6499,345.8799,254.28,82.89,63.5,46.76,57.53,141.97,124.99,62.55,100.94,310.6663,12.38,255.43,1890.37,41.18,32.5,482,60.53,53.77,81.46,47.26,179.15,93.77,314.6599,80.83,187.53,115.37,36.61,111.17,162.3,47.9,35.77,105.12,50.85,62.11,66.96,285.25,52.25,109.21,234.89,63.45,92.26,80.74,145.37,100.14,128.34,35.35,83.27,75.41,21.085,108.67,59.31,76.07,67.87,68.17,124.49,259.73,171.94,86.3,64.21,5.32,102.5,149.13,90.29,114.95,119.15,109.48,61.53,50.86,62.02,31.16,146.36,49.02,79.77,57.38,81.66,39.27,307.9399,89.93,NA,30.05,981.0801,133.99,NA,28.99
