Dates;RIB Software SE;Indus Holding AG;Bilfinger SE;DIC Asset AG;Leoni AG;DWS Group GmbH & Co KGaA;Encavis AG;Hypoport AG;ADO Properties SA;Pfeiffer Vacuum Technology AG;S&T AG;Rhön-Klinikum AG;Hamborner REIT AG;Bertrandt AG;Wacker Neuson SE;Isra Vision AG;HelloFresh SE;Ströer SE & Co. KGaA;Hornbach Holding AG & Co KGaA;Jungheinrich AG;PATRIZIA Immobilien AG;Koenig & Bauer AG;Jenoptik AG;Talanx AG;Klöckner & Co SE;Washtec AG;XING SE;Stabilus SA;Medigene AG;SAF-Holland SA;VTG AG;AIXTRON SE;Wüstenrot & Württembergische AG;Deutz AG;TLG Immobilien AG;SMA Solar Technology AG;Takkt AG;Shop Apotheke Europe NV;Drägerwerk AG & Co. KGaA;Rational AG;JOST Werke AG;Sixt SE;CompuGroup Medical SE;Deutsche Beteiligungs AG;DMG Mori AG;Befesa SA;Krones AG;Hamburger Hafen und Logistik AG;Vossloh AG;Borussia Dortmund GmbH & Co KGaA;Hapag-Lloyd AG;SGL Carbon SE;Heidelberger Druckmaschinen AG;Dialog Semiconductor PLC;Aumann AG;Knorr-Bremse AG;CTS Eventim AG & Co KGaA;Nordex SE;CANCOM SE;Südzucker AG;Dr. Hönle AG;Tele Columbus AG;Steinhoff International Holdings NV;GRENKE AG;ADLER Real Estate AG;CECONOMY AG;Cewe Stiftung & Co KGAA;zooplus AG;KWS Saat SE;Corestate Capital Holding SA
16.07.2009;#N/A N/A;9,55;32,283;4,017;12,8;#N/A N/A;1,951;10,5;#N/A N/A;50,09;0,954;14,397;7,423;13,7;6,37;1,924;#N/A N/A;#N/A N/A;26,6;3,067;1,688;10,5;3,21;#N/A N/A;12,551;6,78;27,89;#N/A N/A;16,8;2,35;8,18;9,9;15,19;3,24;#N/A N/A;49;8,52;#N/A N/A;18,95;82,6;#N/A N/A;7,46;6,55;12,01;6,857;#N/A N/A;26,74;28,9;83,547;0,866;#N/A N/A;18,325;2,62;3,18;#N/A N/A;#N/A N/A;7,238;10,93;1,047;15,03;4,74;#N/A N/A;#N/A N/A;8,673;0,609;12,035;23,29;12,691;124,3;#N/A N/A
17.07.2009;#N/A N/A;9,58;32,828;3,885;12,73;#N/A N/A;1,951;10,4;#N/A N/A;50,41;0,954;14,406;7,376;14,15;6,37;1,912;#N/A N/A;#N/A N/A;26,58;3,07;1,614;10,3;3,35;#N/A N/A;12,788;6,5;28,5;#N/A N/A;16,76;2,42;8,15;10,24;15,35;3,34;#N/A N/A;50,48;8,6;#N/A N/A;19,15;81,75;#N/A N/A;7,465;6,75;12,4;6,678;#N/A N/A;26,62;29;83,538;0,876;#N/A N/A;18,273;2,715;3,26;#N/A N/A;#N/A N/A;6,893;11,26;1,018;15,22;4,9;#N/A N/A;#N/A N/A;8,753;0,627;12,476;23;12,691;124,47;#N/A N/A
20.07.2009;#N/A N/A;9,44;32,966;4,079;12,79;#N/A N/A;1,941;10,66;#N/A N/A;49,6;0,954;14,214;7,376;14,23;6,32;1,956;#N/A N/A;#N/A N/A;27,28;3,093;1,835;10,13;3,38;#N/A N/A;13,056;6,63;28,5;#N/A N/A;16,8;2,46;8,27;10,46;15,2;3,46;#N/A N/A;52,21;8,71;#N/A N/A;19,35;81,9;#N/A N/A;7,84;6,75;12,25;6,848;#N/A N/A;27,03;30,05;84,197;0,885;#N/A N/A;18,864;2,847;3,26;#N/A N/A;#N/A N/A;7,25;11,52;1,004;15,18;4,76;#N/A N/A;#N/A N/A;8,767;0,627;12,874;23,17;12,423;123,16;#N/A N/A
21.07.2009;#N/A N/A;9,58;33,649;4,131;13,01;#N/A N/A;1,941;12,26;#N/A N/A;51,12;1,062;14,012;7,376;14,1;6,5;1,934;#N/A N/A;#N/A N/A;27,15;3,017;1,767;9,5;3,39;#N/A N/A;13,915;6,35;28,5;#N/A N/A;16,76;2,51;8,39;10,76;15,35;3,43;#N/A N/A;53,97;8,5;#N/A N/A;19,42;80,8;#N/A N/A;7,905;6,6;13;7,027;#N/A N/A;27,35;31,87;84,624;0,895;#N/A N/A;19,559;2,992;3,4;#N/A N/A;#N/A N/A;7,375;11,62;1,023;15,28;4,76;#N/A N/A;#N/A N/A;8,767;0,573;12,607;23,29;12,667;123,5;#N/A N/A
22.07.2009;#N/A N/A;9,65;33,197;4,281;12,97;#N/A N/A;1,941;11,93;#N/A N/A;51,77;1,062;14,135;7,282;14,4;6,36;1,886;#N/A N/A;#N/A N/A;26,95;3,04;1,727;9,65;3,35;#N/A N/A;13,695;6,22;29;#N/A N/A;16,92;2,75;8,25;10,71;15,25;3,28;#N/A N/A;50,9;8,25;#N/A N/A;19,35;81;#N/A N/A;8;6,55;13,59;7,055;#N/A N/A;27,34;31,3;86,525;0,905;#N/A N/A;19,716;2,903;3,35;#N/A N/A;#N/A N/A;7,5;11,66;1,023;14,81;4,9;#N/A N/A;#N/A N/A;8,667;0,655;12,689;22,98;12,667;124,91;#N/A N/A
23.07.2009;#N/A N/A;9,77;33,852;4,492;13,12;#N/A N/A;1,941;11,94;#N/A N/A;51,99;1,062;14,145;7,564;14,65;6,4;1,946;#N/A N/A;#N/A N/A;26,94;3,08;1,829;9,67;3,41;#N/A N/A;14,231;6,49;29,5;#N/A N/A;17,28;2,77;8,3;10,62;15,2;3,39;#N/A N/A;51,8;8,35;#N/A N/A;19,46;82,83;#N/A N/A;8,15;6,62;13,9;7,046;#N/A N/A;27,86;32;86,409;0,925;#N/A N/A;20,472;2,891;3,41;#N/A N/A;#N/A N/A;7,475;11,48;1,013;15,12;4,95;#N/A N/A;#N/A N/A;8,91;0,6;12,531;22,9;12,57;125,69;#N/A N/A
24.07.2009;#N/A N/A;9,61;33,234;4,369;12,68;#N/A N/A;1,941;11,94;#N/A N/A;50,86;1,188;14,05;7,564;14,3;6,2;2,04;#N/A N/A;#N/A N/A;27,25;3,043;1,835;9,22;3,32;#N/A N/A;13,892;7,15;29,52;#N/A N/A;17,2;2,76;8,15;10,53;15,5;3,31;#N/A N/A;52,86;8,26;#N/A N/A;19,5;84;#N/A N/A;7,87;6,63;14,05;6,989;#N/A N/A;27,06;31,82;86,04;0,915;#N/A N/A;20,02;2,916;3,19;#N/A N/A;#N/A N/A;7,478;11,42;0,999;14,95;4,72;#N/A N/A;#N/A N/A;8,737;0,609;12,54;22,9;12,57;122;#N/A N/A
27.07.2009;#N/A N/A;9,72;34,056;4,29;12,87;#N/A N/A;1,941;11,94;#N/A N/A;48,87;1,188;13,955;7,564;14,2;5,83;2,022;#N/A N/A;#N/A N/A;28,4;3;1,806;9,3;3,3;#N/A N/A;14,057;7;30;#N/A N/A;18,04;2,92;8,18;10;15,39;3,27;#N/A N/A;54,15;8,2;#N/A N/A;19,45;84,1;#N/A N/A;7,88;6,4;14,42;7,112;#N/A N/A;26,98;31,92;81,084;0,915;#N/A N/A;20,098;3,092;3,26;#N/A N/A;#N/A N/A;7,45;11,79;1,033;14,81;4,8;#N/A N/A;#N/A N/A;8,617;0,609;12,422;22,8;12,57;120;#N/A N/A
28.07.2009;#N/A N/A;9,62;32,957;4,307;12,58;#N/A N/A;1,941;11,8;#N/A N/A;49,88;0,909;13,698;7,517;14,2;6;2,02;#N/A N/A;#N/A N/A;28,635;2,963;1,693;9,02;3,21;#N/A N/A;13,505;6,68;29,97;#N/A N/A;17,84;2,99;8,12;9,82;15,3;3,28;#N/A N/A;53,38;8,2;#N/A N/A;19,42;83,7;#N/A N/A;7,945;6,25;14,6;6,867;#N/A N/A;26,41;31,13;81,006;0,905;#N/A N/A;19,603;2,985;3,19;#N/A N/A;#N/A N/A;7,5;11,1;0,994;14,55;5,25;#N/A N/A;#N/A N/A;8,283;0,591;12,368;23,04;12,18;115,75;#N/A N/A
29.07.2009;#N/A N/A;9,75;33,114;4,272;12,8;#N/A N/A;1,941;11,8;#N/A N/A;50,05;0,855;13,831;7,376;14,14;6,03;2,028;#N/A N/A;#N/A N/A;28,75;3;1,66;9,55;3,17;#N/A N/A;13,442;6,55;30,25;#N/A N/A;18,32;3,14;8,04;10,5;15,2;3,25;#N/A N/A;54;8,33;#N/A N/A;19,65;83,94;#N/A N/A;8,04;6,26;14,6;6,876;#N/A N/A;27,64;31,5;77,621;0,925;#N/A N/A;19,655;3,048;3,65;#N/A N/A;#N/A N/A;7,413;11,24;0,994;14,72;4,99;#N/A N/A;#N/A N/A;8,333;0,591;13,001;23;12,57;115,5;#N/A N/A
30.07.2009;#N/A N/A;9,84;34,129;4,395;13,25;#N/A N/A;1,941;11,54;#N/A N/A;51,8;0,819;14,439;7,376;14,11;6,05;2,088;#N/A N/A;#N/A N/A;28,01;3,003;1,671;9,48;3,27;#N/A N/A;14,152;6,6;29,49;#N/A N/A;17,84;3,6;8,09;10,96;15,2;3,32;#N/A N/A;55,22;8,74;#N/A N/A;19,95;86,92;#N/A N/A;8,25;6,27;14,98;7,074;#N/A N/A;27,49;32,36;79,338;0,944;#N/A N/A;20,002;3,155;4,06;#N/A N/A;#N/A N/A;7,475;11,36;1,042;14,67;5;#N/A N/A;#N/A N/A;8,5;0,591;13,068;23,48;12,57;118,95;#N/A N/A
31.07.2009;#N/A N/A;9,99;33,972;4,351;13,69;#N/A N/A;1,941;11,54;#N/A N/A;52,15;0,819;15,331;7,423;13,89;6,1;2,138;#N/A N/A;#N/A N/A;28,67;3,347;1,682;9,2;3,45;#N/A N/A;14,239;6,3;28,5;#N/A N/A;18,4;3,6;7,97;11,5;15;3,36;#N/A N/A;56,11;8,73;#N/A N/A;20,14;86;#N/A N/A;8,345;6,8;15;7,122;#N/A N/A;27,24;32,2;78,94;1,043;#N/A N/A;20,063;3,262;3,95;#N/A N/A;#N/A N/A;7,15;11,33;0,994;14,74;5,2;#N/A N/A;#N/A N/A;8,333;0,591;12,915;25;12,57;119,61;#N/A N/A
03.08.2009;#N/A N/A;9,69;34,452;4,342;14;#N/A N/A;1,941;11,54;#N/A N/A;52,95;0,819;15,265;7,47;14,4;6,65;2,09;#N/A N/A;#N/A N/A;28,45;3,567;1,778;9,4;3,47;#N/A N/A;14,57;6,49;27,45;#N/A N/A;18,52;3,52;8,23;11,86;15,1;3,3;#N/A N/A;57,32;8,8;#N/A N/A;20,32;87,54;#N/A N/A;8,46;6,56;14,48;7,273;#N/A N/A;28,7;31,91;78,047;0,984;#N/A N/A;20,68;3,508;4,03;#N/A N/A;#N/A N/A;7,425;11,72;1,013;14,47;5,2;#N/A N/A;#N/A N/A;8,433;0,591;12,791;24,55;12,57;118,1;#N/A N/A
04.08.2009;#N/A N/A;9,74;34,388;4,395;13,81;#N/A N/A;1,941;11;#N/A N/A;51,75;0,819;15,198;7,508;14,2;7;2,14;#N/A N/A;#N/A N/A;28,415;3,853;1,744;9,6;3,49;#N/A N/A;14,53;6,64;27,62;#N/A N/A;18,52;3,5;8,28;11,2;15,05;3,36;#N/A N/A;57,99;8,74;#N/A N/A;20,18;86,9;#N/A N/A;8,6;6,72;14,44;7,084;#N/A N/A;29,98;31,87;79,289;1,013;#N/A N/A;20,68;3,533;4,06;#N/A N/A;#N/A N/A;7,158;12,7;1,013;14,62;5,45;#N/A N/A;#N/A N/A;8,34;0,591;12,648;24,05;12,57;117;#N/A N/A
05.08.2009;#N/A N/A;9,86;34,674;4,562;13,6;#N/A N/A;1,863;11,5;#N/A N/A;52,1;0,819;15,512;7,508;14,05;6,95;2,04;#N/A N/A;#N/A N/A;28,98;3,9;1,891;9,9;3,55;#N/A N/A;14,396;6,74;27,94;#N/A N/A;18,44;3,79;8,29;10,85;15;3,47;#N/A N/A;58,19;8,75;#N/A N/A;20,22;88,64;#N/A N/A;8,6;6,47;14,33;7,292;#N/A N/A;29,51;31,01;77,97;1,053;#N/A N/A;20,819;3,521;3,86;#N/A N/A;#N/A N/A;7,105;12,21;0,999;14,64;5,35;#N/A N/A;#N/A N/A;8,423;0,591;12,486;24,38;12,618;118,2;#N/A N/A
06.08.2009;#N/A N/A;10,01;34,277;4,949;13,88;#N/A N/A;1,863;11,5;#N/A N/A;52,3;1,089;15,265;7,508;15,39;7,01;2,14;#N/A N/A;#N/A N/A;28,79;3,867;1,891;9,85;3,5;#N/A N/A;14,854;6,89;27,89;#N/A N/A;18,12;3,95;8,49;11,15;15,49;3,52;#N/A N/A;58;8,72;#N/A N/A;20,4;91,8;#N/A N/A;8,515;6,3;14,63;7,462;#N/A N/A;29,85;30,88;77,989;1,053;#N/A N/A;20,237;3,659;3,62;#N/A N/A;#N/A N/A;7,053;12,42;1,013;14,62;5,25;#N/A N/A;#N/A N/A;8,433;0,591;12,219;24,7;12,716;118,98;#N/A N/A
07.08.2009;#N/A N/A;10,01;34,065;5,186;16,03;#N/A N/A;1,863;11,5;#N/A N/A;53,28;1,35;15,132;7,508;15,85;6,94;2,11;#N/A N/A;#N/A N/A;28,795;3,777;1,914;9,8;3,53;#N/A N/A;15,279;7,16;27,9;#N/A N/A;18;3,89;8,45;11,64;15,17;3,54;#N/A N/A;59,5;8,36;#N/A N/A;20,8;95,94;#N/A N/A;8,585;6,47;14,35;7,443;#N/A N/A;30,75;30,11;77,95;1,121;#N/A N/A;20,115;3,666;3,74;#N/A N/A;#N/A N/A;7,198;12,44;1,028;14,61;5,2;#N/A N/A;#N/A N/A;8,583;0,591;12,181;25;12,735;119;#N/A N/A
10.08.2009;#N/A N/A;10,2;34,065;5,248;15,4;#N/A N/A;1,941;11,5;#N/A N/A;53,21;1,35;14,989;7,348;16,79;7,28;2,1;#N/A N/A;#N/A N/A;28,455;3,833;1,891;9,86;3,55;#N/A N/A;16,06;7,4;26,7;#N/A N/A;17,92;3,92;8,6;11,64;15,01;3,55;#N/A N/A;58;8,25;#N/A N/A;20,7;93,8;#N/A N/A;8,65;6,23;14,24;7,981;#N/A N/A;30,25;29,5;77,892;1,082;#N/A N/A;19,507;4,106;3,87;#N/A N/A;#N/A N/A;7,275;12,57;1,013;14,68;5;#N/A N/A;#N/A N/A;8,917;0,591;12,194;26,88;12,823;119,5;#N/A N/A
11.08.2009;#N/A N/A;10,11;34,185;4,835;14,96;#N/A N/A;1,941;11,5;#N/A N/A;52,85;1,125;14,857;7,235;17,18;7,2;2,1;#N/A N/A;#N/A N/A;27,795;3,803;1,716;9,95;3,51;#N/A N/A;14,98;7,15;28;#N/A N/A;17,8;3,75;8,69;12,05;14,95;3,46;#N/A N/A;57;8,1;#N/A N/A;21,26;92,02;#N/A N/A;8,5;6,3;14,3;7,726;#N/A N/A;29,64;29,33;78,95;1,053;#N/A N/A;18,473;3,628;3,73;#N/A N/A;#N/A N/A;7,273;12,3;0,989;14,62;5;#N/A N/A;#N/A N/A;8,72;0,636;11,965;27,14;13,958;117,16;#N/A N/A
12.08.2009;#N/A N/A;10,21;34,831;5,098;15,02;#N/A N/A;1,941;11,54;#N/A N/A;53,07;1,197;14,8;7,385;17,44;7,49;2,028;#N/A N/A;#N/A N/A;27,85;3,83;1,739;10,6;3,57;#N/A N/A;14,932;7,4;28;#N/A N/A;18,24;1,15;8,77;12,69;15,01;3,47;#N/A N/A;56,5;8,19;#N/A N/A;21,1;92,38;#N/A N/A;8,56;6,53;14,8;7,83;#N/A N/A;29,89;29,49;79,667;1,062;#N/A N/A;18,777;3,647;3,72;#N/A N/A;#N/A N/A;7,25;12,19;0,965;14,47;4,93;#N/A N/A;#N/A N/A;8,587;0,627;12,178;27,1;14,124;121,83;#N/A N/A
13.08.2009;#N/A N/A;10,28;37,296;4,835;16;#N/A N/A;1,931;11,54;#N/A N/A;54,02;1,098;14,771;7,508;17,85;8,13;2,06;#N/A N/A;#N/A N/A;28,7;3,83;1,688;10,35;3,62;#N/A N/A;14,996;7,5;27,9;#N/A N/A;18,24;0,84;8,75;13,1;14,95;3,45;#N/A N/A;56,95;8,1;#N/A N/A;22;92,1;#N/A N/A;8,575;6,85;14,67;8,142;#N/A N/A;32,61;29,25;82,257;1,033;#N/A N/A;19,681;3,829;3,85;#N/A N/A;#N/A N/A;7,183;12,64;0,999;14,33;5,11;#N/A N/A;#N/A N/A;8,537;0,627;12,178;26,98;13,719;122,15;#N/A N/A
14.08.2009;#N/A N/A;10,2;36,622;5,046;16,07;#N/A N/A;1,931;11,65;#N/A N/A;54,33;1,125;15,008;7,517;18,6;8,11;2,06;#N/A N/A;#N/A N/A;28,475;3,78;1,716;11,07;3,75;#N/A N/A;14,672;7,4;27,6;#N/A N/A;18,16;0,98;8,9;13,11;15,24;3,26;#N/A N/A;55,21;8,2;#N/A N/A;21,8;95,13;#N/A N/A;8,72;6,8;14,79;8,113;#N/A N/A;32,8;29,45;81,316;1,033;#N/A N/A;19,551;3,684;3,75;#N/A N/A;#N/A N/A;7,305;12,85;1,028;14,4;5,02;#N/A N/A;#N/A N/A;8,667;0,6;12,025;26,8;13,154;124,35;#N/A N/A
17.08.2009;#N/A N/A;10,1;35,542;4,967;15,31;#N/A N/A;1,823;11,6;#N/A N/A;51,27;1,215;14,876;7,47;17,8;7,83;2,05;#N/A N/A;#N/A N/A;28,4;3,64;1,682;11,8;3,54;#N/A N/A;14,16;7,8;27,5;#N/A N/A;17,8;1,23;8,66;12,9;15,28;3,23;#N/A N/A;53,31;8,11;#N/A N/A;20,91;91,72;#N/A N/A;8,525;6,61;14,6;7,622;#N/A N/A;31,28;28,12;79,037;0,964;#N/A N/A;18,829;3,502;3,69;#N/A N/A;#N/A N/A;7,288;12,57;1,004;14,06;5,05;#N/A N/A;#N/A N/A;8,533;0,627;11,838;26,3;13,641;121,33;#N/A N/A
18.08.2009;#N/A N/A;10,17;36,17;4,975;15,4;#N/A N/A;1,823;11,6;#N/A N/A;52,41;1,215;14,866;7,517;18,09;7,9;2,07;#N/A N/A;#N/A N/A;28,12;3,733;1,676;12,7;3,54;#N/A N/A;14,806;8,11;27,26;#N/A N/A;18;1,23;8,9;12,88;15,36;3,32;#N/A N/A;53,85;8,15;#N/A N/A;20,43;92,8;#N/A N/A;8,545;6,98;14,91;8,009;#N/A N/A;31,34;28,82;79,735;0,974;#N/A N/A;19,125;3,603;3,67;#N/A N/A;#N/A N/A;7,543;12,65;1,013;14,01;5,24;#N/A N/A;#N/A N/A;8,667;0,645;11,971;26,23;13,885;122,76;#N/A N/A
19.08.2009;#N/A N/A;10,03;36,76;4,958;15,23;#N/A N/A;1,823;11,58;#N/A N/A;52,7;1,116;14,79;7,517;17,05;7,7;2,05;#N/A N/A;#N/A N/A;27,69;3,893;1,705;12,29;3,53;#N/A N/A;14,972;7,58;26,8;#N/A N/A;17,72;1,07;8,85;12,88;15,45;3,39;#N/A N/A;52,8;8,11;#N/A N/A;19,19;93,28;#N/A N/A;8,455;6,99;15,31;8,217;#N/A N/A;31,7;28,5;78,717;0,964;#N/A N/A;18,882;3,508;3,34;#N/A N/A;#N/A N/A;7,255;12,5;1,023;13,83;5,3;#N/A N/A;#N/A N/A;8,667;0,645;11,92;25,55;13,885;122,32;#N/A N/A
20.08.2009;#N/A N/A;10,15;39,548;5,019;16,08;#N/A N/A;1,872;11,45;#N/A N/A;52,12;1,071;14,819;7,517;16,75;7,86;2,114;#N/A N/A;#N/A N/A;27,9;4,47;1,71;12,5;3,6;#N/A N/A;15,681;7,61;27,38;#N/A N/A;18;1;8,9;13,64;15,45;3,59;#N/A N/A;53,76;8,4;#N/A N/A;19,5;97,1;#N/A N/A;8,715;7,3;15,79;8,038;#N/A N/A;31,92;28,8;79,561;1,013;#N/A N/A;19,69;3,64;3,44;#N/A N/A;#N/A N/A;7,425;12,48;1,023;13,88;5,3;#N/A N/A;#N/A N/A;8,69;0,645;12,206;25,6;13,544;126;#N/A N/A
21.08.2009;#N/A N/A;10,65;39,742;5,362;16,34;#N/A N/A;1,961;11,45;#N/A N/A;52,54;1,089;15,046;7,376;17,01;8;2,21;#N/A N/A;#N/A N/A;27,415;4,593;1,71;12,65;3,58;#N/A N/A;15,926;8;27,5;#N/A N/A;18,16;1,05;9,06;14,54;15,6;3,56;#N/A N/A;53,8;8,42;#N/A N/A;19,96;96;#N/A N/A;8,8;7,32;15,9;8,425;#N/A N/A;33,96;29,3;81,239;1,003;#N/A N/A;20,133;3,773;3,7;#N/A N/A;#N/A N/A;7,39;12,88;0,994;14;5,38;#N/A N/A;#N/A N/A;8,767;0,655;12,378;25,4;13,417;127,49;#N/A N/A
24.08.2009;#N/A N/A;11,79;41,552;5,38;16,52;#N/A N/A;1,961;11,45;#N/A N/A;53,75;1,107;15,35;7,423;17,01;8,01;2,28;#N/A N/A;#N/A N/A;27,93;4,757;1,705;12,65;3,62;#N/A N/A;15,729;7,59;27,49;#N/A N/A;18,48;1,03;9,19;14,52;16;3,69;#N/A N/A;54,33;8,38;#N/A N/A;20,21;95;#N/A N/A;9,25;7,2;16;8,699;#N/A N/A;33,6;29,93;81,132;1,013;#N/A N/A;20,698;3,892;4,01;#N/A N/A;#N/A N/A;7,375;13,02;1,013;13,57;5,45;#N/A N/A;#N/A N/A;8,5;0,655;12,387;25,4;13,505;126,36;#N/A N/A
25.08.2009;#N/A N/A;11,92;42,419;5,38;17;#N/A N/A;1,833;11,45;#N/A N/A;53,33;1,08;15,103;7,423;17,25;8,09;2,27;#N/A N/A;#N/A N/A;27,93;4,737;1,716;12,8;3,6;#N/A N/A;15,65;7,39;27,5;#N/A N/A;20,72;1,04;9,45;14,53;17,21;3,7;#N/A N/A;53,9;8,4;#N/A N/A;20,01;95;#N/A N/A;9,5;7,3;15,95;8,699;#N/A N/A;33,72;29,62;82,141;0,994;#N/A N/A;22,123;4,069;4,1;#N/A N/A;#N/A N/A;7,5;13,42;1,028;13,55;5,45;#N/A N/A;#N/A N/A;8,333;0,655;12,333;25,37;13,505;124;#N/A N/A
26.08.2009;#N/A N/A;11,85;41,035;5,503;15,61;#N/A N/A;1,931;11,45;#N/A N/A;53,15;1,161;14,98;7,404;16,6;8,35;2,31;#N/A N/A;#N/A N/A;28,39;4,533;1,688;13;3,56;#N/A N/A;15,295;7,24;28,37;#N/A N/A;21,24;1,12;9,51;15,42;17,25;3,63;#N/A N/A;53,93;8,61;#N/A N/A;20,39;93,2;#N/A N/A;9,6;7,39;15,41;8,312;#N/A N/A;33,35;29,64;81,869;0,974;#N/A N/A;22,088;3,873;3,92;#N/A N/A;#N/A N/A;7,433;13,21;1,033;13,51;5,4;#N/A N/A;#N/A N/A;8,46;0,682;12,232;24,33;13,739;119,58;#N/A N/A
27.08.2009;#N/A N/A;11,89;41,035;5,802;15;#N/A N/A;1,931;11,45;#N/A N/A;52,87;1,107;14,885;7,348;16,7;8,3;2,3;#N/A N/A;#N/A N/A;28,25;4,36;1,705;12,9;3,32;#N/A N/A;14,846;7,24;29,46;#N/A N/A;20,64;1,2;9,32;15;17,25;3,54;#N/A N/A;52;8,8;#N/A N/A;20,18;92;#N/A N/A;9,295;7,17;15,2;8,208;#N/A N/A;32,38;29,26;81,617;0,984;#N/A N/A;22,001;3,81;3,88;#N/A N/A;#N/A N/A;7,353;12,77;0,994;13,55;5,3;#N/A N/A;#N/A N/A;8,417;0,673;12,098;24,88;13,739;116;#N/A N/A
28.08.2009;#N/A N/A;11,98;41,884;5,863;15,24;#N/A N/A;1,931;11,45;#N/A N/A;53,12;1,161;14,933;7,329;16,98;8,55;2,36;#N/A N/A;#N/A N/A;28,75;4,43;1,716;12,94;3,36;#N/A N/A;15,303;7,39;29,92;#N/A N/A;20,4;1,18;9,69;14,44;17,5;3,55;#N/A N/A;52,26;8,88;#N/A N/A;20,45;93;#N/A N/A;9,505;7,2;15,5;8,472;#N/A N/A;33;29,65;80,841;1,013;#N/A N/A;23,443;3,968;3,97;#N/A N/A;#N/A N/A;7,375;12,94;1,033;13,58;5,39;#N/A N/A;#N/A N/A;8,367;0,682;12,124;24,6;13,261;116,51;#N/A N/A
31.08.2009;#N/A N/A;11,45;39,77;5,898;14,78;#N/A N/A;1,951;11,29;#N/A N/A;52,15;1,098;14,885;7,376;16,9;8,53;2,32;#N/A N/A;#N/A N/A;28,75;4,393;1,744;13,19;3,38;#N/A N/A;14,664;7,38;29,5;#N/A N/A;19,92;1,43;9,67;13,69;17,1;3,48;#N/A N/A;51,69;8,91;#N/A N/A;19,69;92,21;#N/A N/A;9,4;7,12;15,45;8,33;#N/A N/A;32,9;29,15;79,745;0,984;#N/A N/A;22,401;3,842;3,97;#N/A N/A;#N/A N/A;7,473;12,77;1,028;13,6;5,33;#N/A N/A;#N/A N/A;8,433;0,673;12,028;24,59;13,446;116,96;#N/A N/A
01.09.2009;#N/A N/A;10,87;39,041;5,432;14,3;#N/A N/A;1,97;11,2;#N/A N/A;50,5;1,098;14,714;7,282;16,55;8,55;2,31;#N/A N/A;#N/A N/A;27,75;4,147;1,756;12,91;3,29;#N/A N/A;13,844;7,28;29;#N/A N/A;19,36;1,37;9,28;12,37;16,8;3,37;#N/A N/A;49,55;8,82;#N/A N/A;18,5;91,85;#N/A N/A;9,25;6,62;15,45;8,094;#N/A N/A;31,93;28,14;80,414;0,954;#N/A N/A;21,054;3,716;3,72;#N/A N/A;#N/A N/A;7,25;12,2;0,994;13,41;5,19;#N/A N/A;#N/A N/A;8,6;0,655;11,71;24,41;13,446;116,25;#N/A N/A
02.09.2009;#N/A N/A;10,7;39,244;5,415;13,81;#N/A N/A;1,97;11,28;#N/A N/A;50,3;1,098;14,762;7,329;16,18;8,51;2,31;#N/A N/A;#N/A N/A;27,99;4,167;1,688;12,81;3,27;#N/A N/A;13,222;7,05;30;#N/A N/A;18,68;1,3;9,34;12,96;16,6;3,24;#N/A N/A;48,69;8,57;#N/A N/A;18,61;89,8;#N/A N/A;8,86;6,2;14,86;7,528;#N/A N/A;31,54;27,66;79,648;0,954;#N/A N/A;20,437;3,565;3,52;#N/A N/A;#N/A N/A;7,25;11,86;1,004;13,57;5,11;#N/A N/A;#N/A N/A;8,263;0,664;11,764;23,95;13,398;115,5;#N/A N/A
03.09.2009;#N/A N/A;11,06;39,511;5,292;14,34;#N/A N/A;1,912;11,28;#N/A N/A;51,2;1,089;14,98;7,282;16,82;8,55;2,31;#N/A N/A;#N/A N/A;28;4,453;1,688;12,1;3,3;#N/A N/A;13,868;6,96;30,45;#N/A N/A;18,4;1,3;9,37;13,75;16,05;3,33;#N/A N/A;51;8,39;#N/A N/A;18,74;91;#N/A N/A;8,985;6,36;14,93;7,82;#N/A N/A;32,4;27,75;79,57;0,944;#N/A N/A;20,871;3,684;3,96;#N/A N/A;#N/A N/A;7,25;11,92;1,013;13,74;5,08;#N/A N/A;#N/A N/A;8,517;0,673;11,736;24,3;13,398;117;#N/A N/A
04.09.2009;#N/A N/A;11,2;39,253;5,45;14,66;#N/A N/A;2,019;11,28;#N/A N/A;51,59;1,17;14,895;7,752;16,67;8,55;2,3;#N/A N/A;#N/A N/A;27,925;4,373;1,693;12;3,35;#N/A N/A;13,766;6,9;31,6;#N/A N/A;18,56;1,35;9,56;14,2;16,08;3,41;#N/A N/A;51,58;7,96;#N/A N/A;20,25;91;#N/A N/A;9,05;6,72;15,1;7,981;#N/A N/A;32,71;28,17;79,279;0,944;#N/A N/A;21,21;3,798;4;#N/A N/A;#N/A N/A;7,275;12,17;1,057;13,53;5,1;#N/A N/A;#N/A N/A;8,437;0,673;11,672;24,09;13,398;115,75;#N/A N/A
