Dates;RIB Software SE;Indus Holding AG;Bilfinger SE;DIC Asset AG;Leoni AG;DWS Group GmbH & Co KGaA;Encavis AG;Hypoport AG;ADO Properties SA;Pfeiffer Vacuum Technology AG;S&T AG;Rhön-Klinikum AG;Hamborner REIT AG;Bertrandt AG;Wacker Neuson SE;Isra Vision AG;HelloFresh SE;Ströer SE & Co. KGaA;Hornbach Holding AG & Co KGaA;Jungheinrich AG;PATRIZIA Immobilien AG;Koenig & Bauer AG;Jenoptik AG;Talanx AG;Klöckner & Co SE;Washtec AG;XING SE;Stabilus SA;Medigene AG;SAF-Holland SA;VTG AG;AIXTRON SE;Wüstenrot & Württembergische AG;Deutz AG;TLG Immobilien AG;SMA Solar Technology AG;Takkt AG;Shop Apotheke Europe NV;Drägerwerk AG & Co. KGaA;Rational AG;JOST Werke AG;Sixt SE;CompuGroup Medical SE;Deutsche Beteiligungs AG;DMG Mori AG;Befesa SA;Krones AG;Hamburger Hafen und Logistik AG;Vossloh AG;Borussia Dortmund GmbH & Co KGaA;Hapag-Lloyd AG;SGL Carbon SE;Heidelberger Druckmaschinen AG;Dialog Semiconductor PLC;Aumann AG;Knorr-Bremse AG;CTS Eventim AG & Co KGaA;Nordex SE;CANCOM SE;Südzucker AG;Dr. Hönle AG;Tele Columbus AG;Steinhoff International Holdings NV;GRENKE AG;ADLER Real Estate AG;CECONOMY AG;Cewe Stiftung & Co KGAA;zooplus AG;KWS Saat SE;Corestate Capital Holding SA
22.02.2008;#N/A N/A;20,1;46,915;18,152;27,92;#N/A N/A;1,951;14,4;#N/A N/A;58,56;1,17;17,343;8,269;25,87;13,43;2,066;#N/A N/A;#N/A N/A;37,25;7,783;2,309;17,84;4,87;#N/A N/A;26,183;10;40,1;#N/A N/A;17,08;10,96;13,09;8,73;19,19;7,1;#N/A N/A;#N/A N/A;11,63;#N/A N/A;38,06;132,96;#N/A N/A;12,965;11,85;19,65;15,962;#N/A N/A;50,74;53,35;86,613;1,397;#N/A N/A;30,977;10,543;1,22;#N/A N/A;#N/A N/A;6,313;25,3;1,718;14,36;8,99;#N/A N/A;#N/A N/A;7,77;1,255;17,588;24,25;#N/A N/A;150,4;#N/A N/A
25.02.2008;#N/A N/A;20,17;48,411;17,862;28,27;#N/A N/A;1,961;14,4;#N/A N/A;59,8;1,17;18,022;8,269;25,89;13,6;2,1;#N/A N/A;#N/A N/A;37,25;8;2,32;18,2;4,84;#N/A N/A;25,82;10;40,4;#N/A N/A;17,44;11,05;12,83;9,03;18,75;7,23;#N/A N/A;#N/A N/A;11,5;#N/A N/A;38,5;134,33;#N/A N/A;12,575;12,2;20,5;16,236;#N/A N/A;51,52;51,23;88,504;1,367;#N/A N/A;31,941;10,978;1,25;#N/A N/A;#N/A N/A;6,62;25,45;1,727;14,61;8,99;#N/A N/A;#N/A N/A;8,2;1,245;17,696;23,6;#N/A N/A;151;#N/A N/A
26.02.2008;#N/A N/A;21,04;50,414;18,416;29,05;#N/A N/A;1,961;14,4;#N/A N/A;60;1,26;18,279;8,269;25,48;13,99;2,098;#N/A N/A;#N/A N/A;37;8,253;2,331;18,19;4,95;#N/A N/A;26,199;10;41;#N/A N/A;18;11,15;12,55;9,23;19,6;7,14;#N/A N/A;#N/A N/A;11,41;#N/A N/A;39;133,05;#N/A N/A;13,075;12;20,44;16,255;#N/A N/A;51,98;52,1;90,396;1,377;#N/A N/A;32,915;11,16;1,37;#N/A N/A;#N/A N/A;6,648;26,01;1,805;14,79;9,2;#N/A N/A;#N/A N/A;8,15;1,309;17,985;23,75;#N/A N/A;156,08;#N/A N/A
27.02.2008;#N/A N/A;20,8;49,842;18,978;28,89;#N/A N/A;1,961;14,4;#N/A N/A;57,56;1,26;18,068;8,175;25;14;2,1;#N/A N/A;#N/A N/A;37;8,117;2,388;18,34;4,98;#N/A N/A;26,538;9,79;41;#N/A N/A;17,52;11,22;12,3;9,03;19,5;7,34;#N/A N/A;#N/A N/A;11,4;#N/A N/A;38,82;133,93;#N/A N/A;13,9;12,2;20,35;15,99;#N/A N/A;51,71;51,82;90,328;1,377;#N/A N/A;32,949;10,846;1,48;#N/A N/A;#N/A N/A;6,613;26,02;1,805;14,98;9,2;#N/A N/A;#N/A N/A;8,167;1,309;18,201;23,6;#N/A N/A;160,42;#N/A N/A
28.02.2008;#N/A N/A;21;49,002;18,6;28,04;#N/A N/A;1,912;14,4;#N/A N/A;59,06;1,26;17,912;8,147;25;13,88;2,088;#N/A N/A;#N/A N/A;37;7,91;2,354;18,55;4,94;#N/A N/A;25,505;10;41;#N/A N/A;17,8;11,13;12,7;8,96;20,25;7,11;#N/A N/A;#N/A N/A;11,42;#N/A N/A;38,25;132;#N/A N/A;13,625;12,2;20,25;15,169;#N/A N/A;51;50,86;87,321;1,358;#N/A N/A;32,541;10,43;1,42;#N/A N/A;#N/A N/A;6,525;25,44;1,819;14,87;9,05;#N/A N/A;#N/A N/A;8,117;1,255;17,918;23,4;#N/A N/A;151,5;#N/A N/A
29.02.2008;#N/A N/A;20,74;48,503;18,029;27,9;#N/A N/A;1,912;14,2;#N/A N/A;58,27;1,26;17,526;8,081;24;13,75;2,08;#N/A N/A;#N/A N/A;37;7,8;2,32;18,6;4,76;#N/A N/A;24,74;9,72;40,45;#N/A N/A;17,16;10,75;12,53;8,81;19,7;6,92;#N/A N/A;#N/A N/A;11,21;#N/A N/A;37,5;129,92;#N/A N/A;13,24;11,8;19,75;14,678;#N/A N/A;51,14;51,4;89,115;1,367;#N/A N/A;32,159;10,14;1,38;#N/A N/A;#N/A N/A;6,495;23,86;1,814;14,5;9,19;#N/A N/A;#N/A N/A;8,133;1,182;17,632;23,3;#N/A N/A;144,7;#N/A N/A
03.03.2008;#N/A N/A;20,2;47,561;17,739;27,53;#N/A N/A;1,833;14,2;#N/A N/A;57,85;1,26;17,646;8,194;23,9;13,15;2,1;#N/A N/A;#N/A N/A;37;7,633;2,286;18,87;4,59;#N/A N/A;24,543;9,59;40,92;#N/A N/A;17,16;10,8;12,75;8,7;20;6,71;#N/A N/A;#N/A N/A;11,46;#N/A N/A;37,45;128,72;#N/A N/A;12,995;11,55;19,95;14,696;#N/A N/A;50,26;50,95;86,603;1,426;#N/A N/A;31,733;9,888;1,43;#N/A N/A;#N/A N/A;6,305;22,28;1,776;13,97;8,86;#N/A N/A;#N/A N/A;7,467;1,155;17,416;22,55;#N/A N/A;136,37;#N/A N/A
04.03.2008;#N/A N/A;20,05;46,841;17,238;27,12;#N/A N/A;1,833;14,5;#N/A N/A;57,47;1,26;17,187;8,222;23,66;13,03;2,09;#N/A N/A;#N/A N/A;37;7,617;2,235;18,5;4,54;#N/A N/A;24,204;9,54;40;#N/A N/A;16,96;10,5;12,3;8,38;19,9;6,53;#N/A N/A;#N/A N/A;11,39;#N/A N/A;37,34;124,8;#N/A N/A;12,805;11,4;19,68;15,414;#N/A N/A;49,38;49,5;87,728;1,456;#N/A N/A;32,176;10,039;1,38;#N/A N/A;#N/A N/A;6,108;23,5;1,756;13,81;8,65;#N/A N/A;#N/A N/A;6,887;1,182;17,213;22,7;#N/A N/A;131,22;#N/A N/A
05.03.2008;#N/A N/A;20,21;48,485;18,372;28,04;#N/A N/A;1,941;14,5;#N/A N/A;57,59;1,098;17,875;8,081;24,95;13,35;2,128;#N/A N/A;#N/A N/A;37;7,943;2,23;18,25;4,45;#N/A N/A;25,332;9,58;41,52;#N/A N/A;16,96;10,3;12,45;8,48;19,8;7,12;#N/A N/A;#N/A N/A;11,13;#N/A N/A;37,47;128,86;#N/A N/A;12,9;11,25;20;15,159;#N/A N/A;51,7;49,85;88,941;1,476;#N/A N/A;32,836;10,531;1,45;#N/A N/A;#N/A N/A;6,318;24,33;1,756;13,87;8,55;#N/A N/A;#N/A N/A;7,143;1,191;17,356;22,7;#N/A N/A;137,5;#N/A N/A
06.03.2008;#N/A N/A;20,1;47,783;18,02;28,34;#N/A N/A;1,941;14,2;#N/A N/A;57,63;1,17;18,068;7,959;25;13,8;2,11;#N/A N/A;#N/A N/A;37;8,13;2,247;18,11;4,45;#N/A N/A;25,284;9,58;40,87;#N/A N/A;16,72;10,19;12,44;8,47;19,91;6,9;#N/A N/A;#N/A N/A;10,98;#N/A N/A;38;124;#N/A N/A;12,605;11,25;20,52;15,14;#N/A N/A;52,82;49,8;91,666;1,554;#N/A N/A;32,984;10,178;1,45;#N/A N/A;#N/A N/A;6,223;23,78;1,751;13,71;8,5;#N/A N/A;#N/A N/A;7,033;1,182;17,524;22,7;#N/A N/A;137,56;#N/A N/A
07.03.2008;#N/A N/A;20,12;47,552;17,141;27,72;#N/A N/A;1,833;14,2;#N/A N/A;57,82;1,08;17,563;7,996;24,22;12,99;2,08;#N/A N/A;#N/A N/A;37,1;7,987;2,173;17,46;4,4;#N/A N/A;24,267;9,73;40;#N/A N/A;16,76;9,86;12,45;8;18,9;6,58;#N/A N/A;#N/A N/A;10,55;#N/A N/A;36,87;120,07;#N/A N/A;12,675;10,09;20,65;14,583;#N/A N/A;53,2;47,99;89,241;1,545;#N/A N/A;33,54;10,109;1,44;#N/A N/A;#N/A N/A;6,2;23,75;1,694;13,92;8,39;#N/A N/A;#N/A N/A;6,813;1,182;17,407;22,8;#N/A N/A;136,47;#N/A N/A
10.03.2008;#N/A N/A;20;46,481;16,781;26,71;#N/A N/A;1,882;14,2;#N/A N/A;56,23;1,08;17,132;7,996;23,71;12,64;2,098;#N/A N/A;#N/A N/A;37,5;8,007;2,139;17,64;4,37;#N/A N/A;23,1;9,5;40;#N/A N/A;16,28;10;11;8,01;19,4;6,28;#N/A N/A;#N/A N/A;10,59;#N/A N/A;36,52;118,85;#N/A N/A;12,72;9,91;20,6;13,525;#N/A N/A;52,18;46,56;87,263;1,485;#N/A N/A;32,054;9,844;1,45;#N/A N/A;#N/A N/A;6,083;22,73;1,732;13,81;8,27;#N/A N/A;#N/A N/A;6,753;1,182;17,295;22,5;#N/A N/A;133,5;#N/A N/A
11.03.2008;#N/A N/A;20,23;47,986;17,475;28,02;#N/A N/A;1,882;14,2;#N/A N/A;57,1;1,17;17,517;7,799;24;12,54;2,098;#N/A N/A;#N/A N/A;37,5;8,1;2,156;17,82;4,45;#N/A N/A;24,125;9,31;40,9;#N/A N/A;17;10;10,5;7,96;19,6;6,69;#N/A N/A;#N/A N/A;11;#N/A N/A;35,5;119,06;#N/A N/A;12,6;9,5;21,2;14,253;#N/A N/A;53,91;44,5;89,852;1,515;#N/A N/A;32,411;9,97;1,47;#N/A N/A;#N/A N/A;6,278;23,75;1,723;13,98;8,4;#N/A N/A;#N/A N/A;6,75;1,127;17,734;22,19;#N/A N/A;134,7;#N/A N/A
12.03.2008;#N/A N/A;20,3;48,318;17,888;28,58;#N/A N/A;1,882;14,2;#N/A N/A;58,35;1,17;17,324;7,658;24,3;12,55;2,098;#N/A N/A;#N/A N/A;37,5;8,07;2,139;18,3;4,24;#N/A N/A;25,064;9,3;41,13;#N/A N/A;17,28;9,76;10,5;7,79;19,6;6,8;#N/A N/A;#N/A N/A;11,15;#N/A N/A;36,56;121,5;#N/A N/A;13,375;9,61;21,4;15,018;#N/A N/A;56,76;44,58;92,394;1,525;#N/A N/A;33,766;10,165;1,45;#N/A N/A;#N/A N/A;6,48;24,16;1,708;14;8,5;#N/A N/A;#N/A N/A;6,863;1,136;17,982;21,65;#N/A N/A;133,78;#N/A N/A
13.03.2008;#N/A N/A;19,81;48,346;17,317;27,96;#N/A N/A;1,882;14,3;#N/A N/A;58,4;1,26;16,682;7,949;24,35;12,27;2,056;#N/A N/A;#N/A N/A;37,5;7,633;2,01;17,79;4;#N/A N/A;24,409;9,58;40;#N/A N/A;16,44;9,25;9,8;8,36;19,4;6,83;#N/A N/A;#N/A N/A;11,05;#N/A N/A;35,81;120,6;#N/A N/A;13,1;9,7;21,25;14,413;#N/A N/A;55,55;44,75;90,92;1,564;#N/A N/A;33,419;9,907;1,43;#N/A N/A;#N/A N/A;6,298;23,02;1,713;13,82;8,54;#N/A N/A;#N/A N/A;6,807;1,1;17,928;21,96;#N/A N/A;135;#N/A N/A
14.03.2008;#N/A N/A;20,22;48,817;16,974;28,51;#N/A N/A;1,784;14,1;#N/A N/A;56,44;1,17;16,7;7,949;24,58;12,39;2,03;#N/A N/A;#N/A N/A;38,225;7,59;2,032;18,03;4,12;#N/A N/A;24,559;9,72;39,7;#N/A N/A;16,88;9,33;9,79;8,24;19,4;6,79;#N/A N/A;#N/A N/A;11,1;#N/A N/A;36,28;121,02;#N/A N/A;13,315;9,75;20,5;14,404;#N/A N/A;53,03;44,49;90,929;1,545;#N/A N/A;32,619;9,895;1,44;#N/A N/A;#N/A N/A;6,223;23,29;1,718;14,02;8,49;#N/A N/A;#N/A N/A;6,983;1,091;17,769;22;#N/A N/A;129;#N/A N/A
17.03.2008;#N/A N/A;19,6;45,503;16,438;26,75;#N/A N/A;1,853;14,05;#N/A N/A;54,03;1,062;16,425;7,893;23,8;12;2,012;#N/A N/A;#N/A N/A;37,5;7,203;1,936;17,74;3,78;#N/A N/A;22,612;9,5;39,3;#N/A N/A;17,88;9,2;9,59;7,98;18,66;6,36;#N/A N/A;#N/A N/A;10,6;#N/A N/A;35,55;118,41;#N/A N/A;12,65;9,48;15,76;13,006;#N/A N/A;49,94;43,4;81,646;1,594;#N/A N/A;30,925;9,177;1,38;#N/A N/A;#N/A N/A;6,145;22,03;1,544;13,22;8,35;#N/A N/A;#N/A N/A;6,903;1,073;17,553;20,4;#N/A N/A;128,78;#N/A N/A
18.03.2008;#N/A N/A;20,49;47,34;16,79;27,61;#N/A N/A;1,853;14;#N/A N/A;54,98;1,062;16,324;7,893;23,8;11,99;2,002;#N/A N/A;#N/A N/A;37,25;7,22;1,931;17,55;3,91;#N/A N/A;23,337;9,29;39,72;#N/A N/A;18,16;9,34;9,47;8,49;18,62;6,5;#N/A N/A;#N/A N/A;10,5;#N/A N/A;37,01;122,02;#N/A N/A;12,93;9,25;16,18;14,309;#N/A N/A;49,98;43,32;88,737;1,663;#N/A N/A;31,95;9,617;1,33;#N/A N/A;#N/A N/A;6,248;22,74;1,64;13,63;8,3;#N/A N/A;#N/A N/A;7,017;1,082;16,38;19,83;#N/A N/A;126,72;#N/A N/A
19.03.2008;#N/A N/A;20,75;46,611;17,229;26,6;#N/A N/A;1,863;14,2;#N/A N/A;54,01;1,206;16,306;7,564;23,74;12,13;1,97;#N/A N/A;#N/A N/A;37,1;7,22;1,857;17,2;3,78;#N/A N/A;22,911;9,3;39,8;#N/A N/A;18,16;9,45;9,25;8,25;18,31;6,39;#N/A N/A;#N/A N/A;10,66;#N/A N/A;35,8;119;#N/A N/A;12,875;9;15,63;13,601;#N/A N/A;49,21;42,67;87,447;1,771;#N/A N/A;31,342;9,303;1,33;#N/A N/A;#N/A N/A;6,14;21,41;1,621;13,5;8,2;#N/A N/A;#N/A N/A;6,653;0,991;16,186;19,55;#N/A N/A;123,15;#N/A N/A
20.03.2008;#N/A N/A;20,86;46,204;17,405;26,33;#N/A N/A;1,882;14;#N/A N/A;56,56;1,206;16,067;7,78;23,75;11,94;2,06;#N/A N/A;#N/A N/A;37;7,193;1,665;17,1;3,85;#N/A N/A;22,075;9,5;40,99;#N/A N/A;17,44;9,26;8,6;8,15;18,37;6,51;#N/A N/A;#N/A N/A;11,1;#N/A N/A;34,97;120,5;#N/A N/A;12,895;8,92;15,63;13,535;#N/A N/A;49,22;39,68;86,283;1,672;#N/A N/A;30,534;9,41;1,28;#N/A N/A;#N/A N/A;6,22;21,41;1,674;13,73;8,25;#N/A N/A;#N/A N/A;7,243;1,009;16,068;20;#N/A N/A;121,94;#N/A N/A
21.03.2008;#N/A N/A;20,86;46,204;17,405;26,33;#N/A N/A;1,882;14;#N/A N/A;56,56;1,206;16,067;7,78;23,75;11,94;2,06;#N/A N/A;#N/A N/A;37;7,193;1,665;17,1;3,85;#N/A N/A;22,075;9,5;40,99;#N/A N/A;17,44;9,26;8,6;8,15;18,37;6,51;#N/A N/A;#N/A N/A;11,1;#N/A N/A;34,97;120,5;#N/A N/A;12,895;8,92;15,63;13,535;#N/A N/A;49,22;39,68;86,283;1,672;#N/A N/A;30,534;9,41;1,28;#N/A N/A;#N/A N/A;6,22;21,41;1,674;13,73;8,25;#N/A N/A;#N/A N/A;7,243;1,009;16,068;20;#N/A N/A;121,94;#N/A N/A
24.03.2008;#N/A N/A;20,86;46,204;17,405;26,33;#N/A N/A;1,882;14;#N/A N/A;56,56;1,206;16,067;7,78;23,75;11,94;2,06;#N/A N/A;#N/A N/A;37;7,193;1,665;17,1;3,85;#N/A N/A;22,075;9,5;40,99;#N/A N/A;17,44;9,26;8,6;8,15;18,37;6,51;#N/A N/A;#N/A N/A;11,1;#N/A N/A;34,97;120,5;#N/A N/A;12,895;8,92;15,63;13,535;#N/A N/A;49,22;39,68;86,283;1,672;#N/A N/A;30,534;9,41;1,28;#N/A N/A;#N/A N/A;6,22;21,41;1,674;13,73;8,25;#N/A N/A;#N/A N/A;7,243;1,009;16,068;20;#N/A N/A;121,94;#N/A N/A
25.03.2008;#N/A N/A;20,76;49,26;17,625;27,7;#N/A N/A;1,794;13,3;#N/A N/A;58,57;1,206;16,792;7,799;23,75;12,11;2,162;#N/A N/A;#N/A N/A;37;7,493;1,97;16,69;3,89;#N/A N/A;23,51;9,35;39,75;#N/A N/A;17,48;9,5;9;8,48;18,5;6,71;#N/A N/A;#N/A N/A;11,15;#N/A N/A;36,81;122,11;#N/A N/A;13,515;9;15,94;14,479;#N/A N/A;50,01;42,46;85,905;1,525;#N/A N/A;31,898;10,14;1,28;#N/A N/A;#N/A N/A;6,168;22,81;1,718;13,81;8,26;#N/A N/A;#N/A N/A;7,09;1,091;16,402;20,1;#N/A N/A;127,01;#N/A N/A
26.03.2008;#N/A N/A;20,91;48,401;17,818;28,65;#N/A N/A;1,853;13,3;#N/A N/A;58,75;1,26;16,48;7,94;23,55;12,38;2,178;#N/A N/A;#N/A N/A;37;7,25;2,32;16,94;3,92;#N/A N/A;23,029;9,45;37,46;#N/A N/A;17,36;9,75;9,35;8,45;18,7;6,8;#N/A N/A;#N/A N/A;11,17;#N/A N/A;36,6;118,99;#N/A N/A;13,45;8,88;16,2;14,536;#N/A N/A;50,06;41,8;85,099;1,564;#N/A N/A;33,558;10,468;1,38;#N/A N/A;#N/A N/A;5,865;22,5;1,655;13,51;8,39;#N/A N/A;#N/A N/A;7,367;1,091;16,176;20,12;#N/A N/A;127,5;#N/A N/A
27.03.2008;#N/A N/A;22,2;49,749;18,468;29,91;#N/A N/A;1,853;12,75;#N/A N/A;58,56;1,134;17,187;7,987;23,9;12,52;2,292;#N/A N/A;#N/A N/A;37;7,73;2,422;17;4,03;#N/A N/A;25,127;9,4;37,1;#N/A N/A;17,64;9,92;9,8;8,44;18,88;7,18;#N/A N/A;#N/A N/A;11,45;#N/A N/A;36,85;119,76;#N/A N/A;14,135;8,79;15,81;15,15;#N/A N/A;52,48;43,73;84,993;1,545;#N/A N/A;33,923;10,77;1,27;#N/A N/A;#N/A N/A;6,25;23,59;1,698;14,19;8,44;#N/A N/A;#N/A N/A;7,483;1,145;16,421;19,15;#N/A N/A;125,5;#N/A N/A
28.03.2008;#N/A N/A;22,3;49,343;18,117;30,92;#N/A N/A;1,765;11,2;#N/A N/A;58,59;1,224;17,196;7,902;23,2;12,5;2,358;#N/A N/A;#N/A N/A;37;7,667;2,602;17,65;4,56;#N/A N/A;25,568;9,45;36,58;#N/A N/A;17,36;10,4;10,25;8,84;19;7,25;#N/A N/A;#N/A N/A;11,79;#N/A N/A;37,14;121,94;#N/A N/A;13,765;8,87;15,87;14,564;#N/A N/A;51,28;46,3;84,217;1,545;#N/A N/A;33,679;10,531;1,3;#N/A N/A;#N/A N/A;6,25;23,55;1,679;13,96;8,5;#N/A N/A;#N/A N/A;7,333;1,136;16,266;18,6;#N/A N/A;126,24;#N/A N/A
31.03.2008;#N/A N/A;22,2;50,368;18,521;30,32;#N/A N/A;1,814;11,5;#N/A N/A;58,31;1,206;17,223;7,987;23,8;12,71;2,34;#N/A N/A;#N/A N/A;36,75;7,667;2,659;19,9;4,42;#N/A N/A;25,552;9,5;36,4;#N/A N/A;17,64;10,6;10,21;8,69;19,15;7,29;#N/A N/A;#N/A N/A;11,39;#N/A N/A;37,3;125,32;#N/A N/A;14,13;8,5;16,09;15,055;#N/A N/A;51,7;48,25;86,681;1,525;#N/A N/A;34,757;10,713;1,25;#N/A N/A;#N/A N/A;6,438;24,38;1,708;14,05;8,5;#N/A N/A;#N/A N/A;7,333;1,109;16,269;19,35;#N/A N/A;127,05;#N/A N/A
01.04.2008;#N/A N/A;22,6;52,731;18,987;31,88;#N/A N/A;1,804;11,67;#N/A N/A;61,45;1,224;18,049;7,94;24,5;13,13;2,37;#N/A N/A;#N/A N/A;36,75;7,683;2,659;20,6;4,83;#N/A N/A;27,279;10;35,4;#N/A N/A;18,32;10,5;10,24;8,83;19,25;7,47;#N/A N/A;#N/A N/A;11,4;#N/A N/A;38;128,57;#N/A N/A;14,825;8,56;16,86;15,49;#N/A N/A;53,58;50;87,33;1,535;#N/A N/A;35,547;9,712;1,28;#N/A N/A;#N/A N/A;6,76;25,08;1,684;14,57;8,49;#N/A N/A;#N/A N/A;7,58;1,127;16,523;21;#N/A N/A;129,97;#N/A N/A
02.04.2008;#N/A N/A;22,84;53,848;19,936;31,74;#N/A N/A;1,814;12;#N/A N/A;61,85;1,26;17,609;8,212;24,87;13,99;2,376;#N/A N/A;#N/A N/A;36,75;7,553;2,326;21,72;4,59;#N/A N/A;26,774;9,8;35,63;#N/A N/A;20,08;10,7;10,25;9,12;18,5;7,13;#N/A N/A;#N/A N/A;11,16;#N/A N/A;38,25;125,5;#N/A N/A;14,825;8,76;16,88;15,764;#N/A N/A;52,48;48,19;87,466;1,535;#N/A N/A;35,73;9,523;1,27;#N/A N/A;#N/A N/A;6,813;25;1,689;14,53;8,23;#N/A N/A;#N/A N/A;7,343;1,127;16,752;21,22;#N/A N/A;130;#N/A N/A
03.04.2008;#N/A N/A;22,8;52,666;19,295;30,47;#N/A N/A;1,833;12;#N/A N/A;60,25;1,26;17,554;8,316;24,7;13,65;2,36;#N/A N/A;#N/A N/A;36,75;7,457;2,083;20,8;4,53;#N/A N/A;26,609;9,7;35,9;#N/A N/A;20,68;10,31;10,1;8,87;18,4;7,15;#N/A N/A;#N/A N/A;11,45;#N/A N/A;38,08;125,98;#N/A N/A;14,315;9,2;16,92;15,206;#N/A N/A;51,75;47,12;87,214;1,564;#N/A N/A;35,86;9,699;1,29;#N/A N/A;#N/A N/A;6,5;24,66;1,829;14,29;8,2;#N/A N/A;#N/A N/A;7,417;1,145;16,504;21,4;#N/A N/A;130;#N/A N/A
04.04.2008;#N/A N/A;23,08;50,765;19,339;31,5;#N/A N/A;1,833;11,67;#N/A N/A;59,46;1,26;17,838;8,626;24;13,75;2,37;#N/A N/A;#N/A N/A;35,75;7,537;2,111;20,96;4,42;#N/A N/A;27,374;9,7;35,6;#N/A N/A;21,96;10,48;10,05;8,99;18,88;7,27;#N/A N/A;#N/A N/A;11,78;#N/A N/A;38;127,98;#N/A N/A;14,9;9,6;16,92;15,528;#N/A N/A;52,84;47,99;86,816;1,564;#N/A N/A;36,225;9,554;1,3;#N/A N/A;#N/A N/A;6,25;25,66;1,858;14,59;8,12;#N/A N/A;#N/A N/A;7,86;1,118;16,068;22,2;#N/A N/A;124,52;#N/A N/A
07.04.2008;#N/A N/A;23,54;51,199;19,145;32,02;#N/A N/A;1,833;12;#N/A N/A;60,8;1,278;17,893;8,692;25;13,76;2,466;#N/A N/A;#N/A N/A;36,3;7,503;2,1;21,9;4,62;#N/A N/A;27,989;9,71;35,65;#N/A N/A;24,08;10,44;10;9;18,3;7,3;#N/A N/A;#N/A N/A;12,02;#N/A N/A;40;132,06;#N/A N/A;15,23;9,9;17,35;16,151;#N/A N/A;51,79;48,75;88,388;1,564;#N/A N/A;35,93;10,083;1,35;#N/A N/A;#N/A N/A;6,423;25,39;1,838;14,87;8,25;#N/A N/A;#N/A N/A;8,233;1,118;16,211;23,12;#N/A N/A;128;#N/A N/A
08.04.2008;#N/A N/A;23,52;51,171;18,301;31,28;#N/A N/A;1,833;12;#N/A N/A;59,08;1,26;17,756;8,739;25,1;13,2;2,624;#N/A N/A;#N/A N/A;35,25;7,397;2,004;21,4;4,55;#N/A N/A;27,579;9,8;35,63;#N/A N/A;23,36;10,32;10,29;8,81;18,2;7,08;#N/A N/A;#N/A N/A;12,06;#N/A N/A;39,11;129,22;#N/A N/A;14,795;9,85;16,4;15,622;#N/A N/A;50,05;48,31;85,177;1,535;#N/A N/A;34,765;9,825;1,39;#N/A N/A;#N/A N/A;6,36;24,89;1,809;14,57;8,21;#N/A N/A;#N/A N/A;8,133;1,145;16,11;23,76;#N/A N/A;125,91;#N/A N/A
09.04.2008;#N/A N/A;23,34;51,116;18,17;31,15;#N/A N/A;1,833;12;#N/A N/A;57,61;1,26;17,526;8,692;25;12,99;2,61;#N/A N/A;#N/A N/A;35,25;7,42;2,01;20,93;4,45;#N/A N/A;27,516;9,79;35,91;#N/A N/A;22,48;10,05;10,96;8,8;18,66;7,1;#N/A N/A;#N/A N/A;12,25;#N/A N/A;38,08;128;#N/A N/A;14,63;10,15;16,25;15,584;#N/A N/A;50;47,7;85,439;1,545;#N/A N/A;34,609;9,813;1,32;#N/A N/A;#N/A N/A;6,28;25,97;1,843;14,49;8,15;#N/A N/A;#N/A N/A;8,06;1,118;15,862;22,6;#N/A N/A;126,8;#N/A N/A
10.04.2008;#N/A N/A;22,9;51,106;18,02;31,26;#N/A N/A;1,804;12;#N/A N/A;55,51;1,26;17,701;8,692;24,44;11,6;2,576;#N/A N/A;#N/A N/A;33,585;7,26;1,863;21,3;4,38;#N/A N/A;26,837;9,85;37;#N/A N/A;22,68;9,7;12,03;8,81;18,97;7,07;#N/A N/A;#N/A N/A;12,13;#N/A N/A;39,11;131,89;#N/A N/A;14,33;10,31;16,26;15,395;#N/A N/A;48,81;47,91;86,71;1,515;#N/A N/A;35,434;9,706;1,33;#N/A N/A;#N/A N/A;6,188;26,22;1,785;14,44;8,29;#N/A N/A;#N/A N/A;7,767;1,127;15,484;22,2;#N/A N/A;129,25;#N/A N/A
11.04.2008;#N/A N/A;22,92;50,94;17,976;31,06;#N/A N/A;1,804;12;#N/A N/A;55,98;1,53;17,113;8,457;24,1;11,45;2,554;#N/A N/A;#N/A N/A;33,25;7,187;2,015;21,08;4,47;#N/A N/A;26,601;10;37;#N/A N/A;22,56;9,65;12,2;8,55;18,9;7;#N/A N/A;#N/A N/A;12,2;#N/A N/A;38,93;132;#N/A N/A;14,525;10,35;16,35;15,452;#N/A N/A;48,6;48,1;86,593;1,525;#N/A N/A;34,713;9,567;1,34;#N/A N/A;#N/A N/A;5,81;26,11;1,814;14,42;8,28;#N/A N/A;#N/A N/A;7,867;1,127;15,077;21,1;#N/A N/A;126,5;#N/A N/A
14.04.2008;#N/A N/A;22,46;50,451;17,756;30,63;#N/A N/A;1,725;12;#N/A N/A;55,5;1,512;17,003;8,457;24,25;12,45;2,508;#N/A N/A;#N/A N/A;33;7,167;1,919;20,88;4,39;#N/A N/A;26,546;10,5;36,49;#N/A N/A;22,24;9,5;11,9;8,54;18,55;6,95;#N/A N/A;#N/A N/A;12,15;#N/A N/A;38,72;132,3;#N/A N/A;14,05;10,44;16,15;15,376;#N/A N/A;48,07;48,12;84,954;1,495;#N/A N/A;34,635;9,416;1,34;#N/A N/A;#N/A N/A;5,99;26,4;1,785;14,33;8,2;#N/A N/A;#N/A N/A;7,487;1,109;15,274;20,5;#N/A N/A;125,4;#N/A N/A
