Code,III(VA)~U$,AZN(VA)~U$,HSBA(VA)~U$,GSK(VA)~U$,BP.(VA)~U$,BATS(VA)~U$,DGE(VA)~U$,ULVR(VA)~U$,RIO(VA)~U$,RDSB(VA)~U$,RB.(VA)~U$,VOD(VA)~U$,REL(VA)~U$,BHP(VA)~U$,NG.(VA)~U$,TSCO(VA)~U$,LSE(VA)~U$,PRU(VA)~U$,BARC(VA)~U$,LLOY(VA)~U$,AAL(VA)~U$,BA.(VA)~U$,CPG(VA)~U$,EXPN(VA)~U$,SMT(VA)~U$,ABF(VA)~U$,BT.A(VA)~U$,CRH(VA)~U$,GLEN(VA)~U$,IMB(VA)~U$,RBS(VA)~U$,STAN(VA)~U$,MRW(VA)~U$,SN.(VA)~U$,SSE(VA)~U$,AV.(VA)~U$,FERG(VA)~U$,LGEN(VA)~U$,OCDO(VA)~U$,ANTO(VA)~U$,CRDA(VA)~U$,EZJ(VA)~U$,HLMA(VA)~U$,IHG(VA)~U$,INF(VA)~U$,NXT(VA)~U$,RR.(VA)~U$,SGE(VA)~U$,SGRO(VA)~U$,WPP(VA)~U$,BNZL(VA)~U$,BRBY(VA)~U$,IAG(VA)~U$,JD.(VA)~U$,PSN(VA)~U$,ADM(VA)~U$,AHT(VA)~U$,AVV(VA)~U$,BDEV(VA)~U$,BLND(VA)~U$,CCL(VA)~U$,CNA(VA)~U$,CCH(VA)~U$,FLTR(VA)~U$,FRES(VA)~U$,HL.(VA)~U$,HIK(VA)~U$,ITRK(VA)~U$,ITV(VA)~U$,LAND(VA)~U$,MRO(VA)~U$,MNDI(VA)~U$,PSON(VA)~U$,RTO(VA)~U$,RMV(VA)~U$,SDR(VA)~U$,SPX(VA)~U$,UU.(VA)~U$,AUTO(VA)~U$,BKG(VA)~U$,DCC(VA)~U$,JMAT(VA)~U$,MNG(VA)~U$,MGGT(VA)~U$,NMC(VA)~U$,PNN(VA)~U$,POLY(VA)~U$,SBRY(VA)~U$,SVT(VA)~U$,SMDS(VA)~U$,SMIN(VA)~U$,STJ(VA)~U$,TW.(VA)~U$,WTB(VA)~U$,EVR(VA)~U$,ICP(VA)~U$,PHNX(VA)~U$,RSA(VA)~U$,SLA(VA)~U$,RDSA(VA)~U$,,SKG(VA)~U$
1/18/2018,24858.8,233434.6,238799.5,252737.2,151058.7,275622.2,134540.9,202934.3,224552.6,142540.3,112225,305001.2,88993.5,227984.5,140289.7,50186.9,65084.5,78833.5,90227.6,127428.5,99288.6,104953.5,73832,58306.8,10550.7,181381.7,61762.7,41879.2,333428.3,134232.7,27055.6,53695.7,22484.3,82773,88763.9,62193.3,42184.8,47416.4,9642.5,27459.7,18521.6,26478.5,14167.2,84814.9,104650.5,34538.2,66277.8,24063,21505.7,84972,34702.2,79011.8,42503.9,11325.5,74936.9,13146.9,48965.4,3348.2,53545.6,55031.3,32209.8,32742.9,22296.1,8974.6,17054,42862,6902.6,15425.9,22987.7,40488.2,48705.9,53382.3,112703.4,12984.9,22050.4,13053.9,7585.4,26868.2,13727.3,20376.8,13217.3,30357,NA,10426.7,8882,14217.9,8471,27942.6,25055.2,18193.7,37437.5,15874.6,26826.4,86142.8,21830.9,7052.1,5683,49914.1,56570.5,172673.7,,13440.4
1/19/2018,22692.3,186918.4,259628.7,157020.2,307624.8,297443.9,155652,238304,163792.7,217310.5,166199.8,202457.4,87802.1,185872.5,100463.9,69688.5,127514.7,91861.7,116581,158054.1,101664.7,89188.8,87343.5,47370,14862.1,59423.2,103872.6,85239.5,161793.8,144559.1,30520.1,93891.5,17507.3,48338.8,75871.7,79036.8,45481.6,56251.4,7758.7,28363.7,40543.6,78842.4,16492.5,52525.3,47952.9,76508.5,40107.4,31305.7,21423.5,104673.8,28491.9,64663.3,48998.2,6789.5,40995,18417.5,64829.3,8192.1,37951.8,62353.2,36478.7,41968.2,22550.8,15009,15524.1,26782.4,9904.4,22623.2,21835,36894,50914.7,50600.9,47510.5,18140,16963.8,16603,7926.3,28735,15187.2,58892.8,35740.8,31964.9,NA,15371,13739,15948.7,7885.5,49110.8,26994.4,34733.1,47778.6,31450.9,40291.9,58179.2,44318.8,7044.9,6088.7,54033.2,30526.2,193793,,28354.1
1/22/2018,75309.8,120533.9,182796.4,129899.1,221407,207675.8,128407.7,193736.5,223237,180262.4,169954.1,160346.6,130538.3,197907.3,71117.8,53308,42386.4,86738.2,222310.9,146090.1,135177.9,88031.9,108370,34688,13652.8,25184,103675.1,101955,161428.1,84603.9,39950.4,51401.5,21013.3,31322.2,63575.7,83336.1,30373.6,74788.8,93765.6,19122.8,14794.3,62929.3,11917.4,44684,42027.8,35513.9,28002,23177.9,15950.5,113521.3,20543,52262.6,40686.7,6324.2,36775.4,9801.5,50492.1,12959.5,42120.6,26826,55801.3,27587.3,16875.2,31162.9,12870.4,29595.9,6313.8,16129.1,29640.5,25784.3,35289.6,29769.7,34994,20829.5,12024.2,14852.6,8503.9,16668.5,32578.9,39631,21255.7,18033.9,NA,23546.4,21169.7,12827,6613.4,38725.9,16633,24622.3,27535.4,20257.4,30970.1,58780.3,25173.3,10479.7,13642,30399,36957.9,120438.7,,6531
1/23/2018,24361.9,122713.2,208180.7,158984.4,182595.8,256373.7,132417.9,151194.7,250053.1,148324.4,151936.2,149673.3,76004.2,195451.7,131047.9,77559,37396.7,107996.6,134039.9,178878.4,227001.8,48404.3,75576.6,35235.3,16215.5,88274.8,52483.4,126280.4,219430.3,94249.2,44029.4,88398.7,22156.3,94374.7,85916.9,75064.6,34627.2,65952.8,79286.9,45537.9,35073.1,108828.6,15260.7,32070.9,34048.1,43798.3,39777,33161.3,17659.8,204299.6,28047,61937.8,63925.2,7721.1,31737.1,16389.4,82595.2,7385,23072.4,26802.7,43361.2,25476.6,17178.9,13533,33492.7,18339.2,8466.3,30322,27925.4,34474.9,47622.4,35645.3,36784.3,22577.1,28033.5,11089.4,7706.1,31115.7,25887.6,20389.2,19078,28522.4,NA,25020.6,22613.7,17047.1,9723.6,29789.8,20214.7,33268.1,24298.4,20852.9,27108,50589.4,15838.8,7523.9,7985.3,17091.8,32256.2,148515.8,,14246.3
1/24/2018,28000.1,174007.3,207308.3,196184.9,306960.9,272598.3,218187.7,241344,207102.4,169801.2,151781.9,139674.8,117970.4,139386.5,113555.3,55585.5,135722.3,114937.7,94977.1,143901.8,157600.8,103043.1,127600.3,44634.7,18104.4,73214.1,65411.4,70925.9,231920.3,123442.8,38584.1,67799.3,21203.9,54602.5,76059.5,77498.7,57849.1,49618,41668.3,64704.2,25337.9,97312.2,14979,50950.6,30939.5,53216.1,41812.6,121237.1,13996,143070.4,24017.3,60158,58360.9,7114.1,33183,19728.2,89543.1,6809,38828.3,27213.6,104215,37094,20688.7,12965.6,28779.5,28888,9546.5,28900.1,46044.9,54519.9,45720.8,37819.8,37778.9,43320.4,21910.8,14929.7,7933.6,47804.2,17530.3,37293.8,26591.1,30822.3,NA,22479.5,19360.7,23234.9,15850,39343.7,26652.9,27179.8,29358.6,32958.2,62934.8,54529.9,13668.5,9588.5,5247.4,40034.2,38288.9,174377.4,,10837.6
1/25/2018,22999.4,162777.8,212399.3,157176.7,188244.2,205633.2,206506.2,243744.1,160682.2,192291.7,97557.5,188903,159876.6,168473,96148.9,47205,68470.6,119195.6,108744.2,173539,121855.8,86667.5,84948.8,47362.8,14751.3,88504.4,68999.6,67334.8,179726,123024,32022.7,99449.1,33159.9,115814,61373.3,85249.5,69122.2,49963.5,20108.6,37272.3,41397.5,72985.3,17651.4,61711.3,40388.9,60602.9,36329.1,114960.1,16085.1,105055.6,47547.3,56049,69957.7,7100.2,32125.9,38611.7,107567.1,6448.6,51409.2,39629.5,68335.6,31862,20273.5,23788.6,23314.6,20479.5,8072.5,31036.4,49280.3,44160.4,38515.5,44783.6,41366.6,22915.8,33463.7,12883.9,12887.5,42771.4,17709.1,26173.3,17842.9,48075.3,NA,19615.2,17917.4,17466.1,10523.8,24260.1,71843.5,21776,32236.4,50406.5,31247.9,27336.2,13041.9,8331.3,13383.6,26510.5,21299.6,143034.8,,19825.8
1/26/2018,26459.3,139324.8,210675.8,188020.6,177610.4,261937.5,183720,211143.6,167487.3,208235.5,110870.4,169684,87924.6,165898.9,79196,46712.2,112937.2,188006.2,155400.6,159465.9,97429.3,66649.8,63134.6,74417.3,15119.9,39424.9,78323.7,71901.3,217077.6,132223.2,56649.8,88547.2,18909.9,56125.6,71152.3,48426.8,47352.8,58614.7,52316.8,30953.1,23874.3,49074,29485.4,39755.9,48827,56507,36429.3,46301.5,21393.4,115616.7,39485.4,40688.8,60427.7,7062.1,30191.9,23146.1,80596.4,6222.8,39550.4,33749.8,38153.2,31718.2,13107.3,22906,36504,19604.5,5904.4,29491.1,59979.5,32200.2,58889.5,26643.5,33109.4,21236,15522.9,20296.8,9473.7,21459.3,12423.8,28467.2,11527.3,26318.3,NA,16554.8,20335,23993.4,9370,36164.8,28696.2,21652.1,56510.1,35224.4,33219.9,52035.6,13867.3,9350.7,5845.3,21096.7,32046.3,139846.7,,13665.5
1/29/2018,34843.4,98614.5,194254.6,137838,153527.2,189827,230078.3,135683.2,260862.9,144481.6,115161.6,136856.1,123856.7,182854.5,89136,47831.2,52433.3,102272.2,96833.9,117691,95517,76955.2,68556.5,31150.4,14311.3,42603.2,55482.9,55453.7,280206.2,93460.3,30034.4,70470.7,20642.3,34404.4,79701.2,72175.7,38276,67242.1,26007.8,31638.5,27725.9,53523.1,20157,39428.8,28087.5,47568.3,44064.7,26456.5,15045.5,85666.7,48703.1,47397.1,33043.4,4111.3,27898,15779.1,95901.3,4473.9,30840.3,38112.8,41054.7,24049.9,12549,25608.4,18485.3,17063,4401.9,21261.2,43302.5,31290.5,25285.9,42793.6,37552.7,13678.7,12580.7,19374.6,7529.8,21674,14652.2,23403,9954.9,30903.7,NA,11996.1,15772.9,14559.2,9055.7,19949.8,20223.3,30947.2,20368.4,44572.2,25246.1,74424.1,14464.7,14531.8,13985.9,18074,39620.9,279253,,29534.2
1/30/2018,30146,153300.9,208704.6,167129.7,269739.6,197712.5,155243.5,152425.6,220892.1,206723.9,112437.8,152774.2,159119.7,171451.1,81160,117324.3,85456.7,91613.8,130776.3,173836.6,138295.9,70487.1,70865.1,30328.5,28850.2,32604.8,66373.3,49713.8,211200,69803.7,69903.1,81176.6,38278.1,43700.7,85501.4,61875.5,55524.5,55146.1,14094.1,27332.6,18897.2,49620,18566.5,40931.8,226898.8,94564.6,39347.3,34143.9,19032.9,184329.6,56347.1,130010.8,59981.7,6810.3,39017.2,15999,50471.1,5156.4,33349.6,53620.1,49203.4,34731.3,19833.4,8327.1,17265.6,39671.9,4773,25324.5,33308.9,45488.1,27743.2,25006.2,40443.3,21700,32368.6,19509.5,10068.6,23038.8,12394,24507,14741.4,29836.2,NA,16168.6,14143.6,12737.7,11255.8,43186.2,44801.9,20661,25574.8,25633.8,41422,28230.9,11090.5,12057.3,7581.8,22252.6,30720.2,204767.3,,12113.8
1/31/2018,38908.7,149129,325447.9,189230.4,265463,226731.7,208188.9,148377.8,230334.3,228467.5,108063.6,200187.9,136742.1,169559.3,104123.1,133249.3,52961.4,133707.1,115289.8,167361.4,146229.4,95776.1,77093.6,41781.5,27239.6,44658.5,85215.1,93569.1,206520.5,115286.9,58435.9,78401.3,24156.8,43092.8,125167.7,70804.5,51392.3,75749.8,19625.5,44830.3,25531.4,40675.9,17466.8,45448.9,88645.9,50356.1,37871.9,30727.9,30536.4,163453.2,48899,61359.6,39673.2,7091.3,62043.9,23776.2,58887.9,5937.4,55031.5,67242,57065.3,121848.4,29787.9,22065.4,18813.9,35202.7,6774.9,46893.3,36022.7,54932.3,25950.4,37949.7,52598,25726.3,21727.8,26706.3,14122.8,41414.5,34242.7,44644.5,20744.1,141549.3,NA,26069.8,12356.7,24841.4,7497.4,37086.7,27635.9,23207.2,36522,27225,71375.8,37409.7,15655.7,14070.7,11272.9,21846.7,36893.8,243822.9,,11379.3
2/1/2018,43074.1,154969.6,186232.2,177737.9,182459.9,177574.3,135285.5,173446.8,217544.8,264952,144273.8,456635,233893.6,140850.6,85578.3,60439.8,192554.3,104688,114186.4,160440.6,105342.1,90486.1,94630.1,37805.8,18828.9,40741.1,99098.7,66352.5,266015.7,85006.1,36806.2,61084.3,22993.3,42454.5,83231.3,66546.7,49212.7,59321.8,20853.8,30434.7,28166.8,58708.7,14060.5,39209.4,67868.9,53375,40221.2,52157.4,24411.5,131915,40327.8,45870.1,51762,5527.3,44832,21189.8,36673.8,7730,55448,47815.9,66056.3,60527.7,24174.2,27092.1,23217.7,26372.2,5910.4,21923.9,68626.5,44515.9,33144.8,37127.2,27332.8,18785.4,16993,32346.7,11757.1,63977.5,16648.3,37445,15620.9,85300.1,NA,21717.2,16918,22490.4,12324.2,23041.7,41715.4,27101,27133.7,26791.5,46475.6,27189.6,11291,21965.5,6593.1,24131.5,53434.6,264932.8,,16902.4
2/2/2018,32911.1,246015.9,173689.5,152263.9,248020.3,171126.4,119348.9,156446,227018.6,164102.1,96095,420427.4,313113.8,163443,72152.5,60052.4,108216.4,108762.1,95694.8,133429.3,152613.4,115047.8,102125.5,36580.9,33505.3,52649.6,266246.6,63422.7,272171.2,73571.3,33705.7,63089.5,26994.1,43725.9,52517.6,83967.7,42620.8,46448.2,22852.5,45026.2,25479.3,50149.8,14688.7,36347.1,37519.6,67786.8,34924.7,31099.6,18832.6,92448.2,51832.2,46404.1,65504.6,6515.1,30705.9,18198.5,50510,32749.3,63370.4,52875.6,47634.5,47867.4,16694.7,21081.1,19487.5,23877,6360,23095.9,39949.4,25068.3,41484.3,30749.4,36559.8,20057.9,11796.1,19912.2,9716.4,21267.8,30758.6,38395.9,11496.2,29622.9,NA,15553.7,20334.6,13592.7,8541.3,28223.9,30011.2,25370.5,20675.4,21969.8,69055.7,19116.5,18875.7,13062.4,9714.5,24719.3,29511.6,180679.3,,36582.7
2/5/2018,32890.7,235450,331762.8,224210.8,291630.1,273739.1,221788,149527.3,270595.3,237355.1,126494.7,268487.6,116917.1,227509.6,80957.6,101936,70924.3,176716.9,111067,153215.2,146837.4,92080.9,80382.8,40582.1,31684.8,39680.8,138182.3,65381.9,279240.8,113717.5,34984.6,82397.4,34878.7,68935.1,60513.9,61807.1,57756,61870.4,25193.6,43428.2,24755.3,58013.8,17529.7,36401.6,48287.6,51405.6,44884.3,32567.1,20630.7,91115.9,41579.4,56375.1,38334,5008.8,43176,17801.2,80770.4,11059.4,40695.9,36566.9,44191.6,45533.1,25460.3,20809.3,33166.3,41173.7,10339.5,31528.8,34022.7,43593,28278.9,36713.5,30422.9,21267.8,22478,25411.5,13213.2,35644.1,30251.7,38362.6,19238.2,36817,NA,13219.9,27002.1,15912.2,20267.5,37371.6,32423.3,20413.3,32644.6,30116.9,54197.6,34984.3,12632.8,9527,9141.9,24960.3,45329.7,217146.8,,24040.9
2/6/2018,44961.8,238478.1,520230.6,274681.7,429187.7,349817.5,240181.5,192360.6,368860.4,364328.1,136391.4,371130.4,175854.6,250923.7,149922.1,94279.5,105214.3,213356.5,204353,264089.5,223222.1,225346,145817.5,102757.5,81735.9,43811.1,131029.9,109449.2,350819.6,159844.7,93103,99816,30535.6,72061.9,120504.2,111162.8,77219.7,124041.2,64838.1,72154.6,46824.3,74950.8,46527.1,66600.6,41717.7,101872.3,87355.2,45700,33293.1,110900.3,58534.8,92548.8,65130.1,9424.2,49180.8,34786.5,82260.4,7116.1,79448,42463.4,103346.2,49493,27690.1,38698.6,31353.6,71555.4,6861,47901.5,40512,56955.3,49751.1,77298.3,59702.5,49298.3,25244.5,42947.5,15360.1,39065.2,31363.5,46334.4,25116.8,117241.3,NA,26058.9,30704.6,25275.4,18027,50640.7,36704,47809.9,43746.4,47473.9,55580.5,69502.4,20905.9,18208.8,16178.3,38047,57375.8,412152.1,,36367.4
2/7/2018,37723.4,195092,362392.2,294114.2,345994.5,233424.9,191393.3,162945.4,332062.4,284747,126491.9,236603.1,164557.4,184422.7,127782.5,129220.1,67986.6,193645.2,124443.5,215223.8,159075.5,69399.9,104570.8,68757.9,43063.2,52070.3,93333.7,75357.4,228642.4,168101.7,72478.7,97252.7,28173,56302.3,63333.7,89679,48150.2,87114.9,26596.8,41954.7,34035.6,46949.8,28009.2,43488.6,47929.7,57980.6,40828.2,47497.9,20320.9,92465.6,45094.5,44587.4,67577.1,7606.6,70943.4,18661.9,84682.1,11929.3,60815.7,38963.7,55482.6,47327.5,18845.3,12679,34648.2,43006,6098,30500.7,38395.1,33298.8,25266.1,49234.4,42924.2,28256.2,18577.2,31801.9,15939,34768.9,27780.2,58263.3,59967.3,38617.9,NA,22363.9,42104.5,15536.1,11511.4,31731.9,35378.4,28588.6,40997.4,42265.6,53641.4,29640.3,14860.9,15111.1,14164.4,27365.7,48921.6,295155.4,,55836.1
2/8/2018,41634.6,214341.9,280245.6,329394.7,295903.3,320718.4,225864.4,164315.4,349668.3,218142.5,141738.7,213760.1,108303.8,228716.7,89909.8,76860.6,47337.1,140946.1,161666.7,192882.7,125646.8,89433.7,202821.2,50858.7,21881.3,29067.2,112570.3,80881.9,303822.4,134676.4,78586.5,103013.2,26531.8,87946.1,79591.5,89174,46597.4,78026.7,14135.3,45895.7,41095,72061.6,19316.6,38221,41699.6,64790.1,46596.1,49927.3,20692,149379.7,36146.7,48694.2,74100.8,6258.7,47906.2,19663.4,67557.5,5094.4,43939.4,43003.1,38661.7,41774.3,20795.7,22499.6,25333,41961.6,5397.7,31531.7,31703.9,30110.3,22490.6,44916,61493.3,25666.4,18112.7,25031.9,15476.3,35121.1,24252.4,42871.8,38494,33805.5,NA,17706.5,16635.9,15617.8,15653.7,43583.5,31947.1,35775.1,34956.1,22062.5,54452,36136.3,15882.1,12865,8416.1,39165.4,36098,227741.5,,36791.9
2/9/2018,44062.5,188066.5,288343.3,213768.9,274267.6,268025.7,199866.4,147615.1,320269.6,229270.4,119357.3,186988.2,140788.9,213955.6,89111.5,73301.3,47657,147026.6,128594.5,205339,118568.7,62508.3,128578,44258.5,28670.6,27706.7,79901.2,71956.6,287062.6,158103.2,71880.1,66186.3,22141,62487.1,69143,74043.7,57060.2,78558.1,16715.9,47063.8,26016.9,47864,20323.8,33123.1,34114.5,49723.2,29990.4,29953.8,18242.4,131989.8,33348.1,57590.1,37142.6,3507.2,42817,24480.9,89486.5,5459.2,35085.7,35617.9,44202.5,33810.1,16184.6,22893.3,20136.1,29732,12119.9,27667.5,47634.9,23553.6,32938.2,56841,71453.8,17763.4,33241.1,25669.6,12371.9,25831.9,16049.4,36804.7,24785.9,71040.9,NA,13913.5,20166.6,17985,9152.6,30488.5,28450.9,30343.6,34738.4,26961.2,55221.7,21572.3,18785.6,46006.1,15690,25765.6,38014.9,203524.3,,30320
2/12/2018,25194.6,129222.1,204234.1,166279.7,270070.6,242745.1,145335.3,112654.7,250043.1,178025.1,122075.5,182963.3,96736.6,167600.4,97645.6,59603.6,25747.6,134982.4,107113,122165.8,95781.7,85670.9,81880.4,26457.6,18364.1,26528.4,70120,62605.5,190317,95840.2,65400.1,60970.9,15646.8,44205.3,53790.7,61845.4,26169,63308.3,16655.8,33237.4,17735.4,31341.1,16351.3,25598.3,34480.7,35381.1,50628.3,36972.3,12798,63639.4,23294.3,40831.8,42148.6,5137.4,29514.5,19947.5,46664.6,6965.8,21348.4,29528.5,44314.3,32758.6,13601.3,11536.6,16904,23862.5,6100.6,39058.1,26726.8,23273.5,26395.3,32621.5,60843,20751.9,15936.6,19626.7,8070.7,26774.6,13082.8,23343.4,52759.3,39590,NA,12589.4,20013.8,12112.1,8816,17267.7,28329.2,27834.2,25973.5,17003.5,25438.3,21448,19854.1,8949,9388.3,21560.4,59896.7,199624.5,,14718.4
2/13/2018,20750.5,127856.2,209332.6,141307.4,199116.4,312363,152917.7,113822.2,220744,121427.1,69199.1,173700.6,115036.9,142774.5,113910,57829.6,29664.1,109955.9,76917.9,149272,91367.1,47477.4,74903.8,31641.8,17131.6,23869.8,78395,85344.4,261784.9,84658.9,53931.6,52959.1,30536,40711.5,77638.2,57013.7,28853.5,49750.2,11997.6,38867.9,14284.1,33884.8,12325.7,38147.7,38442.2,38636.7,26574.8,18778.1,15037.7,122459.7,60540.8,38003.2,34865,4692.8,32980.5,20772.5,32688.3,6053.8,23054.1,28119.5,46963.7,30047.9,22659,10013.7,21394.2,34007.5,9204.2,18653.3,29841.7,23749.5,43077.7,25301,45452.6,16983,12410.9,15903,7169,28048.1,27576.4,28869.4,42874.5,42110.4,NA,12758.3,9079.5,19448.3,6523.8,21615.6,42097.7,28238.9,35420.8,46157.8,23358.5,21474,15898.7,6759.7,7733.9,14409.7,71704.5,224338.1,,20754.3
2/14/2018,25279.6,181249.2,468161.1,231736.7,237233.8,334478.5,209731,246681.7,301842.4,260309.5,114001.8,244292.4,105674.7,253525.2,141036.3,87068.7,56339.1,215025.4,92397.7,137859.3,131195.1,78799.9,130826.4,44724,25425.1,21330.1,128091.9,58549.3,240816.6,100936.8,46647,66634.5,21657.6,101677.3,107486,64031.4,39337.9,61514.5,9918.1,58069.3,22315.5,34330.5,19123.9,45133.4,37934.3,39856.1,114135.9,77451.2,15925.3,356189.2,25337.8,56317.7,35341.7,6066.7,32961.5,13245.2,44752.6,7034.4,27599,29097,100608.8,59250.8,48176.2,33239.3,24607.7,32231.1,4999.5,22308.1,32989,33239.1,48777.4,53016.3,71351.6,21769,14121.2,25747.7,7237.4,28498.4,40046.1,39591,21300.7,84241.9,NA,15972.6,11850.8,16391.8,10130,20046,30978.6,29834.7,41277.9,29140,36861.5,22666.7,17665.5,12008.9,7400.5,20005.6,48978.1,205062.6,,17065.4
2/15/2018,22343.4,120423.8,228878.2,134000.9,212972.9,200676.3,141762,201770.8,310435.5,245431.5,78407.6,149138.1,209774,230436.5,120767.9,72036.6,89848.3,123322.7,118900.6,117127.5,141550.8,58983.1,87784.6,27356.2,21873.3,24392.9,48178.5,87935.9,266324.2,149020.7,65758.2,60700.2,18211.5,105759,53482,52404.1,36328,55280.8,25105.7,37646.7,25461.2,30790.8,14849.9,41731.5,20555.3,39856.7,97427,39164.4,15209.8,160171.5,23204.8,40400.8,40829.3,7672.5,28257.5,14541.1,45551.5,5443.1,17743.5,54920.8,46380.4,38738.3,56968.5,12250.8,51195.3,18391.5,5398.9,26993.7,35026.1,23130.6,46679.2,42146.5,74278.9,24606.6,19032.9,16571.3,6942.2,29142.8,22790.1,35912.6,23625.2,37514.4,NA,12383.6,22180.7,16552.1,9572.3,20485.9,30507.9,19201,36364,24063.5,23079,19833.9,18185.2,10722,7924,17556.1,143023.6,201614.9,,19749.9
2/16/2018,24903.1,144160.6,265616.6,181894.9,182659.3,176175.3,132670.6,108597.6,297121,123918.9,144430.9,208806.6,101226.7,263602.6,85598,81214.5,41263.4,92757.4,134811.1,92804.9,138514.1,66642.8,67542.9,26831.1,41811.3,26421.6,50681.2,60142.7,178981,82213.6,36978.4,47979.3,18062.3,37583.1,56627.6,46631,46334.8,64231.5,23038.3,34355.3,21231.1,42356.8,13688.4,44664.1,28896.3,31586.6,53744.6,48641.4,28797.8,206486.7,24240.1,24950,43842.1,6623.9,22883.1,13224.1,31747.1,3067.6,24906.6,38394.1,89591.9,33749.8,41798.7,9033.5,32653.8,31150.6,5460,19137.4,27761,30878.6,31757.4,26871.6,67217.2,17331.1,11060.5,20029.5,5868.1,21097,11446,20432.4,17587.3,23790.5,NA,7653.3,15617.2,10087.5,8981.8,20411.5,28486.6,14493.5,19014.7,22249.9,15984.3,28989.1,16583.2,10022.9,6648.5,13043.2,50488.2,138508.5,,20918.5
2/19/2018,11864.7,88449.3,178420.5,81049.6,141824.1,115208.4,104298.7,77138.6,219569.5,65773.2,279990.2,145018.4,82485.6,111601.8,61684.7,79696.5,30160.8,52795,79519.2,96100,86921.1,31255.1,59702.6,20259,12983.9,23747.5,45145.4,20574.8,107435.1,71445.8,36152.2,36089.8,13407,23531.8,31082.7,29929.6,20813.6,41553.9,8037.5,18654.7,15971.1,16360.5,9464.7,26904.3,20829.6,16183.4,23230.6,26096.3,18900,93523.5,14673.3,15209.6,38495.4,8623.9,18073.1,11650.6,32322.6,1955.9,27127.1,19161.4,29242.9,16814.6,17415.4,21242.8,16902.4,24315.6,5293.1,15322.3,22155.8,14038,23847.7,31903,21333.8,9335.6,13398.8,9514.3,4190.9,12911,14011.5,29011.9,31588.8,17254.4,NA,12722.8,13606.4,8281.8,6586.3,13635.6,14272.6,13042.8,15221.4,13989.5,28180.5,15446.4,13177.1,6446.8,7015.7,19335.6,58258,548541,,19291.4
2/20/2018,20817.7,123733.9,480320.5,140715.9,163068.9,260333.2,177581.8,142012.3,250843.7,108657.1,419894.4,113038.9,59451.7,279944.3,105726.8,74371.6,24767.8,108772.9,153526.3,125499,115371.8,56319.4,97242,22460.4,16086.6,19870.5,60984.3,47784.8,141140.7,76779.4,49152.2,66101.5,21107.4,25381.8,46525.3,73408.6,41296.9,41387.2,16689,35685.2,27534,25403.3,8069.3,116017.3,19429.6,36101.2,28258,28898.1,17400.5,108297.2,35106.9,21869.1,28695.8,5378.4,47800.6,11541.8,68239.3,3699.8,29582.3,15935.3,72250.9,58256.1,27086,12763.9,17686.2,27675.2,24698.8,16802.5,22739.8,16823.4,22231.1,35372.5,18600.5,13832.2,12600.4,16387.7,5840.2,16890.7,22291.6,25890,27747.8,26913.8,NA,10261.7,11338.2,10685.2,6751.3,24433.3,17860.9,22783.5,13854.8,18527.5,28728.5,21437.1,27239,8174,7080,25470.5,61965.8,132815.9,,46631.9
2/21/2018,37270,139765.1,324941.9,105727.5,160173.2,214648.1,130130.4,176292.7,330029.5,90513,231769,120038.5,142871,281597.4,94349.5,72830.6,45711.5,69705,105656.1,302148,222724.2,54549.7,65895.8,30671.7,14235.1,24960,74683.8,36728.1,371669,87479,59105,60834.7,17294.1,42616.6,60157.4,49012,30804.4,53616.9,17394.5,24759.8,14853.3,24473.5,8571.5,66818.5,27950.1,30510.8,32088.3,45011.4,16950.8,106893.6,33680.7,25087.6,38661.2,5929.3,33326.6,13912.3,30680.2,3008.6,58838.7,30399.7,54257.1,53337.3,30700.1,29383.4,17783.6,38215.5,8317.5,17473.9,31733.9,25019,37324,33377,29670.9,15767.6,12041.8,16562.6,6064,19530,36501,26918.4,26678.9,18671.7,NA,11127.3,17364.4,8542,9316.1,20185.8,24083.3,26357.5,14181.7,18703.6,41751.2,17646,18427.5,13094.9,7773.6,22971.2,57452.9,138439,,30927.1
2/22/2018,32774,133066.9,318181.1,123703.3,294107.6,477387.8,147214.5,161252.4,230377.7,157237.1,148414.6,147216.2,126657.9,204791,108629.7,82741.4,34567,63789.9,296944.4,186657.3,208200.5,127376.6,84459.1,35632.2,13141.3,27376.4,53945.8,32918.1,261283.4,94892.1,86177,55974.2,24992,54592.4,64443.7,104174.4,44555.5,57861.3,17726.9,37406.9,16834.3,30296.7,9713.3,38043.9,19352.5,27922.1,28641.6,28454.8,17482.1,105088.5,26779,24537.1,56139.1,4041.2,32267,10963.9,37545.8,8376.4,58929.5,42629.4,55717.8,136421,19359.1,31778.7,16750.3,21981.6,9414.6,25018.9,34421.5,41584.9,26154,35215.3,58843.2,14746.8,22524,16574.6,11592.8,16938.7,38743,27805.8,31473.8,12982,NA,13990.7,18197.2,10756.5,8336.2,21229.5,27143.1,14362.1,15585.9,19104.6,24690.3,36286.6,15845.8,11700,5755.8,106609.2,60235.3,173269,,11967.1
